"","matchid","mean_cadence","match_length"
"505","a1v2J0000028zm0QAA",40.7142857142857,23.4
"506","a1v2J0000029SQjQAM",39.375,23.3
"507","a1v2J0000027MwTQAU",21.5,1.8
"508","a1v2J0000027KCQQA2",23,1.2
"509","a1v2J0000027CX1QAM",29.5,6.2
"510","a1v2J0000027QOUQA2",26,7.7
"511","a1v2J0000027PGKQA2",34.2222222222222,10.5
"512","a1v2J000002ABaUQAW",43.8666666666667,23.1
"513","a1v2J0000027KCaQAM",22,1.2
"514","a1v2J0000027PFzQAM",29.4166666666667,12
"515","a1v2J0000027OcxQAE",44.5,12.1
"516","a1v2J000002AAnqQAG",52.7916666666667,42.1
"517","a1v2J000002AAmsQAG",43.8,23.1
"518","a1v2J0000027PITQA2",45.5,12.4
"519","a1v2J000002ABZpQAO",45.25,12.3
"520","a1v2J0000028zmFQAQ",43.3529411764706,26.2
"521","a1v2J0000027KoYQAU",45.5,12.4
"522","a1v2J000002ABc4QAG",43.8,23.1
"523","a1v2J0000027QMnQAM",45.5,12.4
"524","a1v2J0000027KmrQAE",41.1111111111111,12.4
"525","a1v2J0000027MwQQAU",45.5,12.4
"526","a1v2J0000028z5jQAA",22.2,4.3
"527","a1v2J0000027cG9QAI",44.8,17.3
"528","a1v2J000002AAsxQAG",41.3529411764706,26.2
"529","a1v2J0000027Ko1QAE",52,36.4
"530","a1v2J0000027LgfQAE",56.3157894736842,35.9
"531","a1v2J000002AAriQAG",27.2857142857143,12.2
"532","a1v2J0000027v06QAA",54.9230769230769,26.7
"533","a1v2J000002AAnvQAG",24.4444444444444,7.5
"534","a1v2J000002AC6jQAG",35.8,12
"535","a1v2J0000027MHVQA2",35.6,12
"536","a1v2J0000027ViNQAU",62.0952380952381,44.4
"537","a1v2J0000027YoMQAU",32.0833333333333,13.2
"538","a1v2J0000028bk9QAA",80,14
"539","a1v2J0000027MwaQAE",26.5384615384615,11.8
"540","a1v2J0000027MwRQAU",40.1818181818182,17.7
"541","a1v2J0000027LghQAE",28.75,11.8
"542","a1v2J0000027QOYQA2",36.75,10.4
"543","a1v2J0000027WdAQAU",76,67.8
"544","a1v2J0000027QMrQAM",29.5,8.5
"545","a1v2J0000027QvjQAE",25.6666666666667,2.6
"546","a1v2J0000027MFTQA2",36.8571428571429,18.6
"547","a1v2J0000028zluQAA",29.3333333333333,3.2
"548","a1v2J0000028zmAQAQ",29.3333333333333,3.2
"549","a1v2J0000027LRnQAM",29.5714285714286,7.1
"550","a1v2J0000028akdQAA",51.2,9.2
"551","a1v2J0000028bCBQAY",55.7857142857143,26.2
"552","a1v2J0000027T6yQAE",33.6666666666667,3.9
"553","a1v2J0000027LgFQAU",29.5,4.2
"554","a1v2J0000027splQAA",106.4375,67.6
"555","a1v2J0000028ZVeQAM",63.6774193548387,65.4
"556","a1v2J0000027xd0QAA",82.8888888888889,49.7
"557","a1v2J0000027O5cQAE",35.1111111111111,10.8
"558","a1v2J0000027LRpQAM",31.3571428571429,14.9
"559","a1v2J000002AAoYQAW",42.75,11.4
"560","a1v2J0000027PovQAE",43.875,11.7
"561","a1v2J0000027QvcQAE",40.6,23
"562","a1v2J0000027OcZQAU",42.75,11.4
"563","a1v2J0000028zmHQAQ",33.1,11.4
"564","a1v2J000002AC6vQAG",39.8333333333333,8
"565","a1v2J0000028DktQAE",72.6,36.8
"566","a1v2J00000284T9QAI",70.6785714285714,67.9
"567","a1v2J0000027KohQAE",31.3571428571429,14.9
"568","a1v2J0000027LhjQAE",54.2857142857143,40.3
"569","a1v2J0000028zmMQAQ",33.2222222222222,10.1
"570","a1v2J0000027LRGQA2",56.6363636363636,41.2
"571","a1v2J0000027O5VQAU",54.3913043478261,42.4
"572","a1v2J0000027MwUQAU",63.9047619047619,44.3
"573","a1v2J000002uRlgQAE",36,2.1
"574","a1v2J0000027viRQAQ",61.8275862068966,59.7
"575","a1v2J0000027KnaQAE",25.6666666666667,2.9
"576","a1v2J000002uU92QAE",79.2666666666667,40.4
"577","a1v2J0000027rCFQAY",59.2222222222222,41.6
"578","a1v2J0000028lGtQAI",34,4.3
"579","a1v2J00000289GaQAI",54.8,18
"580","a1v2J0000028ebrQAA",65.675,87.9
"581","a1v2J0000028MO6QAM",60.6190476190476,50.3
"582","a1v2J0000027v3QQAQ",72.9090909090909,87.7
"583","a1v2J0000027MHUQA2",33.6666666666667,10.7
"584","a1v2J0000027PGaQAM",30.8333333333333,12.9
"585","a1v2J0000027rncQAA",29.3636363636364,11.8
"586","a1v2J0000028pRvQAI",27.3333333333333,NA
"587","a1v2J0000028ZFaQAM",101.333333333333,17.2
"588","a1v2J0000027q8jQAA",59.3,28.1
"589","a1v2J0000028VdzQAE",81,15.4
"590","a1v2J00000282vFQAQ",63.65,43.3
"591","a1v2J0000027xEjQAI",13.3333333333333,2.7
"592","a1v2J0000027OcYQAU",24.1428571428571,6.3
"593","a1v2J0000027KndQAE",33.8,6
"594","a1v2J0000027KobQAE",27,8.4
"595","a1v2J000002AB0gQAG",24,6.2
"596","a1v2J0000027LgCQAU",27.5,11.4
"597","a1v2J0000028zmJQAQ",36.0909090909091,13.6
"598","a1v2J0000027O5kQAE",26.5555555555556,8.6
"599","a1v2J0000027OceQAE",26.5555555555556,8.3
"600","a1v2J0000027PGXQA2",27.5,11.5
"601","a1v2J0000027O5SQAU",42.3333333333333,23.1
"602","a1v2J000002AB2RQAW",26.4444444444444,8.5
"603","a1v2J0000028d72QAA",77.9130434782609,69.7
"604","a1v2J0000027KoXQAU",28.6666666666667,9
"605","a1v2J0000028zmRQAQ",32.8,5.9
"606","a1v2J0000027LfcQAE",26.4545454545455,9.7
"607","a1v2J0000027LRrQAM",39.3846153846154,18.5
"608","a1v2J0000027LR0QAM",19.6666666666667,1.6
"609","a1v2J0000027NWkQAM",28.6666666666667,8.7
"610","a1v2J0000029SQrQAM",34.9333333333333,18.5
"611","a1v2J0000028zm7QAA",40,9.5
"612","a1v2J0000028zm1QAA",26.7142857142857,6.9
"613","a1v2J0000027YfxQAE",35,11.4
"614","a1v2J0000027f07QAA",29.2222222222222,10.3
"615","a1v2J0000027LRyQAM",28.2222222222222,8.2
"616","a1v2J000002AC5XQAW",35.7777777777778,10.9
"617","a1v2J00000287MxQAI",86.5172413793103,86.7
"618","a1v2J0000029SQnQAM",48.3076923076923,22.3
"619","a1v2J0000028CXrQAM",84.5294117647059,48.6
"620","a1v2J0000027tfSQAQ",39.75,5.7
"621","a1v2J0000027xuVQAQ",74.25,22.1
"622","a1v2J0000027O5YQAU",29.5,8.7
"623","a1v2J0000027KmhQAE",37.5,18.7
"624","a1v2J0000027O6KQAU",62.1875,39.1
"625","a1v2J0000027LfVQAU",37.5714285714286,20.8
"626","a1v2J0000027MF8QAM",59.5454545454545,46
"627","a1v2J0000038RnzQAE",30.6923076923077,13.5
"628","a1v2J000002ABaFQAW",25.625,6.8
"629","a1v2J0000027LQWQA2",28,6.8
"630","a1v2J0000027KCFQA2",41.0666666666667,21.6
"631","a1v2J0000028YdiQAE",25.6666666666667,5.6
"632","a1v2J0000027LRRQA2",45.4285714285714,10.7
"633","a1v2J0000027LRtQAM",20,0.9
"634","a1v2J0000027v1GQAQ",45.8333333333333,9.5
"635","a1v2J000002AFtVQAW",77.3939393939394,94.4
"636","a1v2J0000027q9NQAQ",78.6060606060606,87
"637","a1v2J0000027LQVQA2",26.7,9.1
"638","a1v2J0000027KBrQAM",40.8,22
"639","a1v2J0000028NBMQA2",76.4,18.9
"640","a1v2J0000028OGgQAM",76,51.6
"641","a1v2J0000028WdaQAE",38.125,22
"642","a1v2J0000027YXRQA2",35.5333333333333,21.7
"643","a1v2J0000027zrvQAA",54.1071428571429,50.3
"644","a1v2J0000027veBQAQ",45.3125,24.4
"645","a1v2J0000027t2XQAQ",43.2857142857143,21.6
"646","a1v2J0000027KneQAE",41.1333333333333,21.9
"647","a1v2J0000028CsyQAE",25.25,3.5
"648","a1v2J0000027KmnQAE",46.1428571428571,10.8
"649","a1v2J0000028zmPQAQ",44.8571428571429,10.5
"650","a1v2J0000027MwwQAE",25.4444444444444,7.9
"651","a1v2J0000027LRCQA2",46.1428571428571,10.8
"652","a1v2J0000027PG9QAM",26,1.9
"653","a1v2J0000028ia1QAA",52.6,19.8
"654","a1v2J0000027cYiQAI",40.25,5.8
"655","a1v2J0000027CXHQA2",24,3.2
"656","a1v2J0000027LRBQA2",30,3.2
"657","a1v2J0000027CWsQAM",25.2857142857143,6.2
"658","a1v2J0000027KnbQAE",30,3.4
"659","a1v2J0000027PouQAE",25.2857142857143,6.1
"660","a1v2J0000027O69QAE",25.2857142857143,6
"661","a1v2J000002uTeQQAU",102.75,44
"662","a1v2J00000283CFQAY",56.5526315789474,79.2
"663","a1v2J000002AAosQAG",40.9333333333333,21.9
"664","a1v2J0000027OacQAE",43.8571428571429,21.9
"665","a1v2J0000027O5yQAE",28,1.2
"666","a1v2J0000027PoFQAU",28.0909090909091,10.8
"667","a1v2J0000027LQnQAM",25.3333333333333,5.1
"668","a1v2J0000027KCNQA2",33,17
"669","a1v2J0000027YQAQA2",38.1111111111111,14.9
"670","a1v2J0000028DlHQAU",54,33.4
"671","a1v2J0000028jCmQAI",40.6428571428571,28.3
"672","a1v2J000002uUjZQAU",83.6428571428571,78.6
"673","a1v2J000002AAs1QAG",28.5,4.2
"674","a1v2J0000028zlvQAA",32.25,8.9
"675","a1v2J0000028zmIQAQ",30.875,8.6
"676","a1v2J0000028nt1QAA",33.25,12.2
"677","a1v2J000002AAmeQAG",29.5,4.6
"678","a1v2J0000027ynVQAQ",32.625,9.3
"679","a1v2J0000028zm9QAA",29.2,5.3
"680","a1v2J0000028zmEQAQ",34.1428571428571,8.3
"681","a1v2J0000027q7AQAQ",30,18.2
"682","a1v2J0000027bhcQAA",59.6,20.6
"683","a1v2J0000027wE1QAI",66.8,55.4
"684","a1v2J0000027KoKQAU",57.4,9.6
"685","a1v2J000002AC5kQAG",57.8,9.7
"686","a1v2J0000029SQgQAM",36.9166666666667,17.2
"687","a1v2J0000027OcoQAE",19.6666666666667,2.3
"688","a1v2J0000027PISQA2",54.9444444444444,33
"689","a1v2J0000028OUjQAM",68.55,48.8
"690","a1v2J0000027VkoQAE",30.3333333333333,6.7
"691","a1v2J0000028FvmQAE",73.1142857142857,85.4
"692","a1v2J000002ADm5QAG",50,21.2
"693","a1v2J0000028ZVbQAM",93.4444444444444,36.6
"694","a1v2J0000027zCqQAI",26.2,4.8
"695","a1v2J0000027KCcQAM",56,9.5
"696","a1v2J0000027MFUQA2",29.4285714285714,7.1
"697","a1v2J0000028zm3QAA",28.2,5
"698","a1v2J0000027O6IQAU",32.9285714285714,16.3
"699","a1v2J0000027MHkQAM",31.2222222222222,9.7
"700","a1v2J0000028zlrQAA",31,4.5
"701","a1v2J000002uUBsQAM",61.2307692307692,37.2
"702","a1v2J0000028zmCQAQ",31.5714285714286,7.8
"703","a1v2J0000027QvXQAU",33.0909090909091,16
"704","a1v2J000002ABapQAG",53.0476190476191,37
"705","a1v2J0000027vvdQAA",61.5555555555556,45.2
"706","a1v2J0000027fLgQAI",22.5,2.2
"707","a1v2J000002uS1fQAE",70.1176470588235,47.5
"708","a1v2J0000029SQmQAM",54.75,37
"709","a1v2J0000027QwHQAU",50.9444444444444,30.4
"710","a1v2J0000028zm8QAA",24.8888888888889,7.6
"711","a1v2J0000028c2OQAQ",27,11.8
"712","a1v2J0000028EFLQA2",63.7058823529412,36.3
"713","a1v2J0000027dtOQAQ",73.0285714285714,85.6
"714","a1v2J00000281SgQAI",27.2,5.3
"715","a1v2J0000027lDMQAY",31.8181818181818,12
"716","a1v2J0000028WgQQAU",32.5555555555556,9.7
"717","a1v2J0000029SQvQAM",35.6,15.8
"718","a1v2J0000028eqsQAA",41.2727272727273,17
"719","a1v2J0000027LQXQA2",30,3.4
"720","a1v2J0000028zmQQAQ",30.4285714285714,7.7
"721","a1v2J0000028PprQAE",50.3529411764706,29.5
"722","a1v2J0000027eOnQAI",35.0909090909091,13.7
"723","a1v2J00000289BtQAI",47,9.6
"724","a1v2J0000027Vl3QAE",45.1923076923077,39.2
"725","a1v2J0000028zlxQAA",31.25,8.6
"726","a1v2J000002uUSPQA2",97.36,84.5
"727","a1v2J00000285nZQAQ",16.5,1.6
"728","a1v2J0000027lbTQAQ",33.5714285714286,8.3
"729","a1v2J000002AErlQAG",85.1666666666667,19.6
"730","a1v2J000002ABwrQAG",64.7142857142857,45.7
"731","a1v2J0000028HZfQAM",34.0769230769231,19.5
"732","a1v2J0000027XlrQAE",44.4615384615385,19.5
"733","a1v2J000002AFanQAG",71.5714285714286,66.3
"734","a1v2J00000288TfQAI",87.5,14.4
"735","a1v2J0000028p0cQAA",69.3333333333333,69.2
"736","a1v2J000002uTVGQA2",66.4545454545455,49.5
"737","a1v2J0000028YbWQAU",46.5,3.7
"738","a1v2J0000027iI2QAI",98.92,84.9
"739","a1v2J0000027iI9QAI",72.1851851851852,67
"740","a1v2J0000028zm6QAA",38.6666666666667,8.1
"741","a1v2J00000285GPQAY",75.0606060606061,84.2
"742","a1v2J0000028PGvQAM",81.8666666666667,41.9
"743","a1v2J000002ABfvQAG",38.625,11.1
"744","a1v2J0000027O5bQAE",26,6
"745","a1v2J0000027OalQAE",24.4285714285714,6
"746","a1v2J0000027KC6QAM",47.5,6.7
"747","a1v2J0000027PntQAE",48.5,6.9
"748","a1v2J000002AC7aQAG",62.5,8.9
"749","a1v2J0000027LfZQAU",41.9230769230769,20.1
"750","a1v2J0000027LS7QAM",56.25,16.1
"751","a1v2J0000027Ko7QAE",39,6.9
"752","a1v2J0000027QMzQAM",38,16
"753","a1v2J0000027KBxQAM",30,8.8
"754","a1v2J0000027LgVQAU",41.9230769230769,20.4
"755","a1v2J0000027LQzQAM",41,7.2
"756","a1v2J0000027TXAQA2",65.7272727272727,26.7
"757","a1v2J0000028pXBQAY",72.4285714285714,84
"758","a1v2J0000028AoNQAU",77.7333333333333,84.3
"759","a1v2J0000028Y6qQAE",57.3,38.2
"760","a1v2J000002uQjOQAU",78.875,65.6
"761","a1v2J0000029SQdQAM",32.3846153846154,19.3
"762","a1v2J0000027LPwQAM",28.875,8
"763","a1v2J0000027jOxQAI",80.9,60.8
"764","a1v2J0000027QvyQAE",29.4444444444444,9.1
"765","a1v2J0000028GpPQAU",34,2.9
"766","a1v2J0000027lB8QAI",36.3333333333333,4.1
"767","a1v2J0000028zlsQAA",36,7.6
"768","a1v2J0000027LPsQAM",34.5454545454545,19.3
"769","a1v2J0000028zmLQAQ",32.7777777777778,10.1
"770","a1v2J0000028zm4QAA",30,3.4
"771","a1v2J00000280xJQAQ",38.9090909090909,15.8
"772","a1v2J0000028jBNQAY",43.4375,26.3
"773","a1v2J0000028GpvQAE",73.3846153846154,63.5
"774","a1v2J0000028MChQAM",47.3,31.6
"775","a1v2J0000027uGIQAY",27.6666666666667,3.2
"776","a1v2J0000028ctFQAQ",53.3478260869565,84
"777","a1v2J000002AAqcQAG",58.5,36.5
"778","a1v2J0000027NVRQA2",35.2857142857143,17.6
"779","a1v2J0000027O6pQAE",55.4666666666667,29.3
"780","a1v2J0000027KogQAE",31.5,6.6
"781","a1v2J0000027KCIQA2",39.5,18.7
"782","a1v2J0000027KCjQAM",27.5,7.6
"783","a1v2J0000027QwgQAE",42.2307692307692,18.7
"784","a1v2J00000282AxQAI",6,10.7
"785","a1v2J000002AAqKQAW",25.6,4.7
"786","a1v2J00000283zTQAQ",75.1875,83.5
"787","a1v2J0000027aCzQAI",61.3636363636364,22.8
"788","a1v2J0000027t1pQAA",36.9,14.1
"789","a1v2J0000028M9tQAE",24.2,5.1
"790","a1v2J0000027ogFQAQ",85.0454545454545,64.1
"791","a1v2J0000027vvbQAA",49.4545454545455,25.4
"792","a1v2J0000028pWaQAI",69.4722222222222,84.2
"793","a1v2J0000028POPQA2",48.5625,29.2
"794","a1v2J0000028ILjQAM",57.5925925925926,53.3
"795","a1v2J0000027LhmQAE",36.1666666666667,15.1
"796","a1v2J0000027KC2QAM",37.1666666666667,15.1
"797","a1v2J0000027VgCQAU",71.1923076923077,63.3
"798","a1v2J0000027m1TQAQ",70.2857142857143,33.6
"799","a1v2J00000284lkQAA",38.1428571428571,18.1
"800","a1v2J000002AB49QAG",34,11.8
"801","a1v2J0000027mDmQAI",86.4827586206897,84
"802","a1v2J0000027dBaQAI",48.8571428571429,24.3
"803","a1v2J0000027QwIQAU",27.6666666666667,3.1
"804","a1v2J0000027PoyQAE",27.6666666666667,3.1
"805","a1v2J0000027NVaQAM",27.6666666666667,3.1
"806","a1v2J0000028zlyQAA",27.6666666666667,3.2
"807","a1v2J000002AC7eQAG",56.6666666666667,6
"808","a1v2J0000027Mx0QAE",28.5714285714286,6.9
"809","a1v2J0000028elqQAA",37.9375,23.8
"810","a1v2J0000028YH0QAM",65.15,45.5
"811","a1v2J0000027PGEQA2",45.7647058823529,29
"812","a1v2J0000028KvjQAE",90.8181818181818,68.7
"813","a1v2J0000027QwvQAE",38.5,8
"814","a1v2J0000028zltQAA",50.5,7.1
"815","a1v2J000002ABZRQA4",25.3333333333333,2.9
"816","a1v2J0000027PIHQA2",40,5.7
"817","a1v2J0000028HFZQA2",47,14.6
"818","a1v2J0000027lK5QAI",37.8,7.4
"819","a1v2J0000028gKWQAY",62.4,34
"820","a1v2J0000027pehQAA",80.1428571428571,26
"821","a1v2J0000027beIQAQ",36.4583333333333,30.2
"822","a1v2J00000289jKQAQ",66.4722222222222,82.5
"823","a1v2J0000027wGNQAY",41.4117647058824,23.4
"824","a1v2J000002uULhQAM",90.4,83.7
"825","a1v2J00000289AMQAY",72.5833333333333,31.1
"826","a1v2J00000281mqQAA",83,13.2
"827","a1v2J0000028VeAQAU",25.5,5.5
"828","a1v2J0000027dBrQAI",52,16.7
"829","a1v2J00000282OwQAI",29.5714285714286,17.4
"830","a1v2J0000027jPuQAI",66,30.3
"831","a1v2J0000027b7iQAA",95.75,66
"832","a1v2J0000027KBcQAM",29.4444444444444,9.1
"833","a1v2J00000282baQAA",79.1428571428571,38.2
"834","a1v2J0000028CchQAE",24.6,4.6
"835","a1v2J0000027z7eQAA",83.8888888888889,54.8
"836","a1v2J000002uR0JQAU",72.7894736842105,46.1
"837","a1v2J000002ACUBQA4",35,13.1
"838","a1v2J0000028f5wQAA",38.6666666666667,8.6
"839","a1v2J0000028cmYQAQ",72.5,5.6
"840","a1v2J0000028ctOQAQ",38,17.1
"841","a1v2J0000028YNDQA2",30.5555555555556,9.5
"842","a1v2J000002uRr2QAE",60,4.4
"843","a1v2J0000027TmjQAE",43,28.4
"844","a1v2J0000028UXEQA2",36.5,7.8
"845","a1v2J0000027YQRQA2",35,19.1
"846","a1v2J0000028emnQAA",37.5454545454545,16.9
"847","a1v2J0000028L0YQAU",64.75,43.9
"848","a1v2J00000282wVQAQ",30.6,5.6
"849","a1v2J0000028MBFQA2",44.8,16.9
"850","a1v2J0000027YPzQAM",32.8888888888889,11.3
"851","a1v2J0000027NWGQA2",48.1764705882353,28
"852","a1v2J0000028FoFQAU",54.4,28
"853","a1v2J0000028enKQAQ",64.3076923076923,28.3
"854","a1v2J0000028M6OQAU",55.1,36.9
"855","a1v2J00000284cpQAA",65.1052631578947,83
"856","a1v2J00000285BGQAY",60.0833333333333,27.6
"857","a1v2J000002AGMGQA4",36.5,5.4
"858","a1v2J0000027beUQAQ",87.28,74.2
"859","a1v2J0000028zm5QAA",29.25,7.9
"860","a1v2J0000028zlzQAA",39.5,5.7
"861","a1v2J000002ABbMQAW",29.25,7.9
"862","a1v2J000002uT8CQAU",77.1875,41.5
"863","a1v2J0000028GIFQA2",31.2727272727273,12.7
"864","a1v2J0000027esBQAQ",87.8333333333333,53.4
"865","a1v2J000002uRyyQAE",52.9285714285714,24.6
"866","a1v2J0000028B9XQAU",61.6470588235294,38.7
"867","a1v2J0000027uTPQAY",71.9,75.7
"868","a1v2J0000028YM0QAM",66.1470588235294,75.5
"869","a1v2J000002ADxdQAG",62.25,36.5
"870","a1v2J0000027UuSQAU",32.0666666666667,17.2
"871","a1v2J000002uQQBQA2",75.40625,82.1
"872","a1v2J0000027VX7QAM",68,9.6
"873","a1v2J0000028WEvQAM",23.3333333333333,5.6
"874","a1v2J0000028tK5QAI",71.4705882352941,41.6
"875","a1v2J0000027eyPQAQ",66.2666666666667,34.4
"876","a1v2J000002845PQAQ",36.6,17.2
"877","a1v2J0000028R8gQAE",35.3076923076923,17
"878","a1v2J0000028eSkQAI",70.7352941176471,81.7
"879","a1v2J0000028ZWeQAM",67,34
"880","a1v2J0000028BS3QAM",39.7,22.6
"881","a1v2J0000028AjPQAU",21,3.3
"882","a1v2J0000027yrjQAA",32.6,12.4
"883","a1v2J0000028SfhQAE",79,81.7
"884","a1v2J0000028TkQQAU",64.6875,36.6
"885","a1v2J0000028WxoQAE",115.333333333333,81.9
"886","a1v2J00000281pdQAA",48.0869565217391,39.1
"887","a1v2J00000285TKQAY",23.3333333333333,5.1
"888","a1v2J000002uROxQAM",24.4,5
"889","a1v2J0000027YmbQAE",71.4117647058823,81.7
"890","a1v2J00000280EdQAI",47.3809523809524,35.4
"891","a1v2J0000028LEgQAM",58.2777777777778,35.7
"892","a1v2J0000028QVOQA2",32,10.1
"893","a1v2J00000283aPQAQ",47,17.7
"894","a1v2J0000027YmuQAE",24.5,3.7
"895","a1v2J000002uUjoQAE",42,7.1
"896","a1v2J0000028BKgQAM",54.5625,34.8
"897","a1v2J0000027zFJQAY",84.448275862069,81
"898","a1v2J000002uUdFQAU",54.9285714285714,32.5
"899","a1v2J0000028tKtQAI",43,6.5
"900","a1v2J0000028NQSQA2",34.3,12
"901","a1v2J000002AFgbQAG",37.75,30.1
"902","a1v2J0000028e4YQAQ",63.7027027027027,81
"903","a1v2J0000027aW3QAI",33.8181818181818,13.3
"904","a1v2J00000288TjQAI",60.45,81.3
"905","a1v2J00000289AFQAY",28,8.1
"906","a1v2J0000028z5iQAA",30.8333333333333,6.7
"907","a1v2J0000028LtgQAE",75.0645161290323,81.2
"908","a1v2J000002807EQAQ",69.8333333333333,73
"909","a1v2J0000027bfpQAA",24.1428571428571,6.2
"910","a1v2J0000028tm9QAA",93.2692307692308,81
"911","a1v2J000002ABGXQA4",42.96,36
"912","a1v2J000002AE00QAG",42.7,34.1
"913","a1v2J0000027teeQAA",71.0588235294118,81
"914","a1v2J0000038RoJQAU",24.75,3.9
"915","a1v2J0000028HBzQAM",78.1764705882353,44.1
"916","a1v2J00000280tBQAQ",31.6923076923077,15.8
"917","a1v2J00000290AjQAI",71.2068965517241,72.7
"918","a1v2J0000027sZuQAI",85.6086956521739,66.8
"919","a1v2J0000027b6OQAQ",76.0333333333333,75.7
"920","a1v2J000002uRJ9QAM",51.7619047619048,40
"921","a1v2J000002uQSWQA2",58.9545454545455,44.9
"922","a1v2J0000027TwFQAU",90.5789473684211,56.9
"923","a1v2J0000028e4gQAA",54.5555555555556,18.7
"924","a1v2J0000027xg8QAA",40.5,3.2
"925","a1v2J0000027TvCQAU",27.125,8.4
"926","a1v2J0000027V0AQAU",64.6923076923077,33.4
"927","a1v2J0000027qtcQAA",37,8.3
"928","a1v2J0000028HAHQA2",63.1212121212121,72.5
"929","a1v2J000002uTlWQAU",50,32.3
"930","a1v2J000002AFTYQA4",54.1764705882353,36.1
"931","a1v2J000002ADyxQAG",74.875,81.3
"932","a1v2J0000028BnFQAU",28.0909090909091,11.7
"933","a1v2J0000027W1mQAE",72.09375,81.3
"934","a1v2J0000028mPaQAI",35.6923076923077,18.2
"935","a1v2J0000027swrQAA",64.7727272727273,47.9
"936","a1v2J000002807LQAQ",87.5833333333333,42.5
"937","a1v2J0000027V0BQAU",61.9444444444444,39.5
"938","a1v2J00000288k7QAA",41,8.5
"939","a1v2J0000027iJBQAY",58.5625,34.2
"940","a1v2J0000028RUGQA2",46.8571428571429,14.4
"941","a1v2J0000027UFmQAM",42.5,8.3
"942","a1v2J0000027tYMQAY",39.5,5.8
"943","a1v2J0000027yRlQAI",64.4545454545455,47.2
"944","a1v2J0000028X0cQAE",42.1578947368421,33.5
"945","a1v2J0000027qlpQAA",29.2857142857143,7.7
"946","a1v2J0000027vKvQAI",59,6.6
"947","a1v2J0000027WizQAE",60.1111111111111,19.1
"948","a1v2J0000027TeKQAU",83.1875,47.3
"949","a1v2J0000028LcXQAU",28.5555555555556,9.1
"950","a1v2J000002AFxiQAG",33.4444444444444,15.6
"951","a1v2J00000289yPQAQ",121.8,31.3
"952","a1v2J000002AFU4QAO",150,7.2
"953","a1v2J0000027sLKQAY",67.3529411764706,38
"954","a1v2J0000027yTKQAY",75.4545454545455,33.4
"955","a1v2J0000027TtZQAU",58.0975609756098,79.9
"956","a1v2J0000028sALQAY",56.8888888888889,24.8
"957","a1v2J00000285A9QAI",56.7272727272727,28.8
"958","a1v2J0000028CKZQA2",87.2,76.9
"959","a1v2J0000027thJQAQ",67.75,37.8
"960","a1v2J00000281pCQAQ",42.3333333333333,4.4
"961","a1v2J000002uQMuQAM",16,2.5
"962","a1v2J0000027tYVQAY",75.5,40.1
"963","a1v2J0000028VzAQAU",29.1428571428571,10.4
"964","a1v2J00000280GNQAY",78,31.5
"965","a1v2J000002uU3oQAE",41.5333333333333,21.2
"966","a1v2J0000028zQZQAY",53.0555555555556,31.8
"967","a1v2J0000028MCPQA2",57.5,13.4
"968","a1v2J000002AF8tQAG",36.8888888888889,15.6
"969","a1v2J000002uSlRQAU",66.7272727272727,34.6
"970","a1v2J0000028a1nQAA",76.6451612903226,79.5
"971","a1v2J000002AFUEQA4",66.6,81
"972","a1v2J0000027gGjQAI",68.2272727272727,50.4
"973","a1v2J0000027vtBQAQ",53.8,29.1
"974","a1v2J0000028JZoQAM",67.2727272727273,76.2
"975","a1v2J0000028MX9QAM",109.4,19.8
"976","a1v2J0000028SvNQAU",42.2941176470588,24
"977","a1v2J0000028K35QAE",83.8,71.1
"978","a1v2J0000027rLlQAI",63.7407407407407,59.2
"979","a1v2J0000027WkRQAU",55.4,47.7
"980","a1v2J000002ABJGQA4",47.8666666666667,24
"981","a1v2J000002uTnjQAE",112.166666666667,71
"982","a1v2J0000028W8cQAE",33.8,24.1
"983","a1v2J0000027uXGQAY",74.7916666666667,59.4
"984","a1v2J0000028mPrQAI",51.5416666666667,44
"985","a1v2J00000283CAQAY",48.3333333333333,11.9
"986","a1v2J00000282QkQAI",77.1428571428571,39.5
"987","a1v2J0000027GURQA2",32.375,10.4
"988","a1v2J0000027c62QAA",49.8,33.2
"989","a1v2J0000028SwLQAU",27.2142857142857,14.5
"990","a1v2J0000028SwCQAU",26.75,4.2
"991","a1v2J0000028NaBQAU",26.2222222222222,10.3
"992","a1v2J0000028CpJQAU",35.7272727272727,13.3
"993","a1v2J0000027xhFQAQ",82.4545454545455,40.5
"994","a1v2J0000027tN4QAI",60.7333333333333,34.2
"995","a1v2J00000285EQQAY",25,3.5
"996","a1v2J00000288KPQAY",46.25,26.6
"997","a1v2J0000028OZSQA2",65.4444444444444,20.2
"998","a1v2J0000027p6QQAQ",48.5555555555556,33.7
"999","a1v2J0000027uDkQAI",63.875,34.3
"1000","a1v2J0000027ZdnQAE",76.4166666666667,64.7
"1001","a1v2J000002AGBiQAO",49,16.1
"1002","a1v2J0000028rRMQAY",84.7777777777778,27.5
"1003","a1v2J000002859PQAQ",89.4545454545455,77.7
"1004","a1v2J00000289AEQAY",23.7142857142857,6.9
"1005","a1v2J0000027w8SQAQ",74.76,66.3
"1006","a1v2J0000027rPVQAY",39.7,14.2
"1007","a1v2J0000028ZYMQA2",43.3181818181818,33.2
"1008","a1v2J00000285AKQAY",41,22.9
"1009","a1v2J0000027tiBQAQ",88.6428571428571,48.9
