"","match_id_18char","match_length","net_sentiment","positive","negative","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"848","a1v2J0000028JpXQAU",18.2,208,267,59,49,242,51,25,161,31,59,107
"849","a1v2J0000028JqqQAE",55.5,2572,2981,409,125,3237,78,253,2228,212,1445,2144
"850","a1v2J0000028Jz9QAE",6,-27,1,28,12,0,9,9,0,8,2,1
"851","a1v2J0000028K35QAE",71.1,2951,3158,207,276,2531,78,206,1957,125,420,2317
"852","a1v2J0000028KFTQA2",60.2,2174,2489,315,401,2372,52,161,1588,90,661,1599
"853","a1v2J0000028KRHQA2",12.1,298,437,139,69,429,12,130,231,140,106,233
"854","a1v2J0000028KUDQA2",19.5,279,416,137,117,886,57,90,215,109,103,428
"855","a1v2J0000028KWYQA2",71.9,968,1129,161,120,939,30,154,649,84,167,679
"856","a1v2J0000028KvjQAE",68.7,5172,5627,455,748,5393,144,897,3581,316,1632,2978
"857","a1v2J0000028KwTQAU",8,587,695,108,87,682,53,65,633,155,412,612
"858","a1v2J0000028KwhQAE",85.3,8410,8807,397,332,8044,76,1022,4407,1466,1392,5609
"859","a1v2J0000028KwpQAE",77.1,7944,8968,1024,759,10225,618,1066,5844,853,3465,8759
"860","a1v2J0000028L0YQAU",43.9,2140,2329,189,100,2604,44,136,1179,136,405,2319
"861","a1v2J0000028L6mQAE",21.7,129,140,11,11,85,3,15,99,6,68,99
"862","a1v2J0000028LEgQAM",35.7,4587,4999,412,194,4877,18,347,4057,250,537,2771
"863","a1v2J0000028LcXQAU",9.1,528,702,174,119,700,62,127,320,127,144,656
"864","a1v2J0000028LgeQAE",41,1378,1496,118,152,1397,36,237,553,72,391,1358
"865","a1v2J0000028LhZQAU",55.1,1269,1357,88,15,1749,5,34,814,69,392,1194
"866","a1v2J0000028LixQAE",54.6,1595,1677,82,42,2034,37,95,847,45,322,1203
"867","a1v2J0000028Lj5QAE",96.2,7036,7493,457,500,8069,63,925,5343,415,2727,5675
"868","a1v2J0000028LlbQAE",95,20127,21088,961,1656,22133,321,2116,16192,1213,7292,15662
"869","a1v2J0000028LldQAE",7.7,215,241,26,19,326,0,7,176,10,32,153
"870","a1v2J0000028LtgQAE",81.2,9494,10169,675,555,7798,192,1017,5539,359,2062,9511
"871","a1v2J0000028LyVQAU",40,1115,1260,145,123,1646,58,116,732,103,153,661
"872","a1v2J0000028LzbQAE",72.1,8030,8409,379,1642,6348,274,1785,4916,305,2108,4986
"873","a1v2J0000028M00QAE",2.4,329,333,4,7,362,7,0,88,21,57,145
"874","a1v2J0000028M05QAE",50.7,8419,9260,841,349,6971,166,826,5186,289,2882,6560
"875","a1v2J0000028M32QAE",40.3,28753,29963,1210,578,32699,342,1290,19908,1431,16468,24389
"876","a1v2J0000028M6OQAU",36.9,880,972,92,95,788,28,113,644,108,335,799
"877","a1v2J0000028M9mQAE",13.3,20702,21147,445,452,2315,181,309,1391,377,785,20654
"878","a1v2J0000028M9tQAE",5.1,747,939,192,163,631,84,128,468,172,387,785
"879","a1v2J0000028MBFQA2",16.9,543,573,30,15,586,0,40,333,18,195,448
"880","a1v2J0000028MCPQA2",13.4,186,220,34,12,277,0,8,109,26,94,254
"881","a1v2J0000028MCfQAM",11.9,1068,1248,180,113,1622,62,123,682,107,254,936
"882","a1v2J0000028MChQAM",31.6,4174,4653,479,269,5143,96,469,2255,709,1038,3657
"883","a1v2J0000028MNmQAM",20,706,877,171,107,1274,54,122,646,259,32,562
"884","a1v2J0000028MO6QAM",50.3,2270,4600,2330,376,4690,152,304,3439,2346,879,3450
"885","a1v2J0000028MOOQA2",21.8,6414,6807,393,203,7964,114,267,3824,1235,2315,4310
"886","a1v2J0000028MSyQAM",92.1,12805,13849,1044,1212,12646,473,1836,10567,771,2806,8717
"887","a1v2J0000028MX5QAM",60,1520,1725,205,80,2400,67,135,1094,226,508,1078
"888","a1v2J0000028MX9QAM",19.8,577,623,46,47,365,21,43,447,65,107,378
"889","a1v2J0000028MtIQAU",16.7,139,150,11,6,147,2,9,53,4,15,114
"890","a1v2J0000028MtYQAU",7.7,324,349,25,18,376,16,101,174,21,15,258
"891","a1v2J0000028N6wQAE",23.7,21014,21998,984,477,20364,516,850,17994,762,14500,17116
"892","a1v2J0000028N84QAE",27.4,866,1073,207,248,1227,30,38,820,160,471,960
"893","a1v2J0000028NBMQA2",18.9,123,169,46,38,139,30,59,48,53,20,117
"894","a1v2J0000028NQSQA2",12,1130,1248,118,39,1173,14,56,993,128,727,1073
"895","a1v2J0000028NQxQAM",22.5,225,286,61,15,231,7,15,129,51,24,187
"896","a1v2J0000028NSPQA2",61.6,2511,3259,748,542,5411,73,549,1863,217,409,2342
"897","a1v2J0000028NaBQAU",10.3,1347,1484,137,261,1860,61,131,1049,135,641,1137
"898","a1v2J0000028NcYQAU",10.4,251,271,20,10,270,4,15,186,18,96,163
"899","a1v2J0000028Nd4QAE",13.8,576,605,29,11,645,6,40,216,29,142,425
"900","a1v2J0000028NecQAE",9,661,1074,413,231,901,167,262,712,379,453,702
"901","a1v2J0000028NyQQAU",47.1,741,907,166,87,1260,48,61,663,46,310,651
"902","a1v2J0000028O7vQAE",11.1,15609,16338,729,181,1005,80,113,714,605,65,16070
"903","a1v2J0000028ODYQA2",33.2,226,269,43,9,373,0,34,172,36,287,385
"904","a1v2J0000028OF9QAM",20,365,400,35,46,294,76,33,280,40,89,244
"905","a1v2J0000028OGgQAM",51.6,848,909,61,20,2136,10,11,418,34,50,697
"906","a1v2J0000028OIeQAM",55.9,2901,3101,200,340,2859,90,436,1857,363,576,2280
"907","a1v2J0000028OKBQA2",1.1,9,15,6,0,9,0,0,6,9,0,13
"908","a1v2J0000028OKnQAM",42.1,4114,4931,817,257,2866,151,184,2595,857,608,4481
"909","a1v2J0000028OUjQAM",48.8,31326,33251,1925,1208,33188,698,2098,20881,1363,13661,22800
"910","a1v2J0000028OZSQA2",20.2,198,222,24,8,270,3,17,172,91,500,682
"911","a1v2J0000028OtRQAU",58.1,2441,2655,214,331,1838,89,402,1712,211,1151,1656
"912","a1v2J0000028P3yQAE",4.5,-12,29,41,3,41,15,17,5,20,7,19
"913","a1v2J0000028P6QQAU",52,2428,2560,132,76,1731,74,129,1389,121,609,2508
"914","a1v2J0000028PGvQAM",41.9,1246,1383,137,90,1105,56,110,696,85,151,822
"915","a1v2J0000028POPQA2",29.2,751,1010,259,31,839,10,247,691,110,624,971
"916","a1v2J0000028POrQAM",55.2,1097,1230,133,64,2089,11,44,721,91,146,1190
"917","a1v2J0000028PV4QAM",1.1,4,22,18,10,20,10,13,14,14,10,14
"918","a1v2J0000028PciQAE",68.6,1976,2249,273,190,2081,113,334,1282,159,714,1875
"919","a1v2J0000028PprQAE",29.5,2000,2216,216,67,2271,32,225,1127,104,637,1540
"920","a1v2J0000028Q1aQAE",21.7,5,13,8,4,3,0,4,0,4,0,8
"921","a1v2J0000028Q20QAE",84.3,10672,10931,259,323,10614,87,541,4328,171,1965,8536
"922","a1v2J0000028Q37QAE",23.4,1211,1304,93,42,1389,4,82,982,70,558,863
"923","a1v2J0000028QIMQA2",50.9,10302,10752,450,506,9982,196,675,8318,361,1693,3740
"924","a1v2J0000028QIaQAM",24.2,173,344,171,88,400,112,139,265,147,217,243
"925","a1v2J0000028QVOQA2",10.1,387,503,116,56,482,51,101,443,95,271,289
"926","a1v2J0000028QaoQAE",6.3,19,21,2,0,12,0,1,8,2,6,18
"927","a1v2J0000028QeHQAU",93,9827,11038,1211,914,10707,589,1271,6321,1079,2022,8792
"928","a1v2J0000028Qk1QAE",39.6,1449,2095,646,482,1584,362,558,1202,570,355,1426
"929","a1v2J0000028R8gQAE",17,1906,1992,86,78,1576,51,406,1262,64,317,1571
"930","a1v2J0000028R8vQAE",24.3,6023,6354,331,278,5494,68,264,4983,222,808,2350
"931","a1v2J0000028RA9QAM",18,909,1096,187,165,1012,27,127,588,263,186,609
"932","a1v2J0000028RR3QAM",49.9,3382,3480,98,24,4554,21,131,2579,95,1218,2845
"933","a1v2J0000028RUGQA2",14.4,229,266,37,23,281,16,23,183,34,412,724
"934","a1v2J0000028RawQAE",54.5,2668,3797,1129,1172,3534,465,1305,2470,968,946,2630
"935","a1v2J0000028RuJQAU",6.1,179,276,97,113,149,5,57,123,15,6,231
"936","a1v2J0000028SN5QAM",59.3,8339,8537,198,146,8792,126,158,6765,253,5353,7111
"937","a1v2J0000028SY6QAM",29.4,370,398,28,15,410,9,59,239,28,94,224
"938","a1v2J0000028SfhQAE",81.7,15669,17173,1504,1937,16793,405,2239,10809,1261,2059,10723
"939","a1v2J0000028SvNQAU",24,1983,2308,325,320,1960,92,346,1254,289,462,1808
"940","a1v2J0000028SwCQAU",4.2,691,754,63,31,633,28,21,496,257,191,479
"941","a1v2J0000028SwLQAU",14.5,1232,1272,40,14,1177,6,42,904,62,501,646
"942","a1v2J0000028TBiQAM",66.4,4642,5023,381,208,4709,32,434,2821,358,785,3285
"943","a1v2J0000028TkQQAU",36.6,1541,1670,129,59,1761,22,106,1128,78,414,763
"944","a1v2J0000028U7xQAE",17.8,1411,1677,266,86,1495,55,200,964,133,554,1398
"945","a1v2J0000028ULfQAM",14.8,454,826,372,308,804,195,369,565,324,461,794
"946","a1v2J0000028UPMQA2",48.3,1150,1296,146,118,1235,109,122,863,72,298,800
"947","a1v2J0000028UXEQA2",7.8,191,210,19,0,238,0,7,45,31,22,226
"948","a1v2J0000028UlMQAU",88.6,14452,15185,733,439,11993,241,1186,11342,902,3154,10494
"949","a1v2J0000028UlyQAE",30,11721,11961,240,153,12999,48,209,6635,125,4878,9245
"950","a1v2J0000028UxaQAE",70.6,6826,7489,663,436,6075,208,844,4268,519,1344,5042
"951","a1v2J0000028VD6QAM",10.1,296,333,37,23,308,9,31,77,32,33,294
"952","a1v2J0000028VEpQAM",91.4,21750,24132,2382,1748,11334,1002,1871,8069,2024,2316,19623
"953","a1v2J0000028VIoQAM",26.9,2107,2315,208,66,2405,53,172,1005,145,603,1521
"954","a1v2J0000028VSUQA2",43.4,2659,3838,1179,1649,3326,392,478,2964,1084,1790,3198
"955","a1v2J0000028VdzQAE",15.4,8,10,2,0,0,0,2,0,0,2,1
"956","a1v2J0000028VeAQAU",5.5,-108,222,330,324,466,43,298,123,331,70,229
"957","a1v2J0000028VeDQAU",21.2,519,574,55,31,790,0,30,340,128,100,368
"958","a1v2J0000028VfUQAU",16.3,376,596,220,234,1058,66,160,397,128,147,416
"959","a1v2J0000028VzAQAU",10.4,611,675,64,238,609,12,41,446,67,293,553
"960","a1v2J0000028W3uQAE",5.5,569,606,37,42,474,12,15,189,30,66,532
"961","a1v2J0000028W8cQAE",24.1,347,471,124,28,600,9,100,195,40,101,412
"962","a1v2J0000028WEvQAM",5.6,86,105,19,0,109,1,1,69,8,9,79
"963","a1v2J0000028WQjQAM",12.2,689,842,153,43,899,37,146,549,85,300,544
"964","a1v2J0000028WUAQA2",4,96,119,23,3,70,0,21,40,4,27,82
"965","a1v2J0000028WVlQAM",61.1,2097,2641,544,248,2727,232,324,1588,475,794,1462
"966","a1v2J0000028WdaQAE",22,1475,1584,109,57,1857,21,90,841,129,142,1091
"967","a1v2J0000028WgQQAU",9.7,741,929,188,180,1042,40,181,465,188,65,713
"968","a1v2J0000028WxSQAU",12.2,331,455,124,56,469,46,82,238,78,197,404
"969","a1v2J0000028WxoQAE",81.9,3480,3654,174,711,3732,24,781,2401,163,867,1647
"970","a1v2J0000028X0cQAE",33.5,1480,1834,354,141,1722,20,281,936,176,391,1414
"971","a1v2J0000028X6mQAE",30.8,467,486,19,11,562,5,13,366,17,255,344
"972","a1v2J0000028XAbQAM",27.4,112,192,80,43,185,39,48,94,65,24,135
"973","a1v2J0000028XaoQAE",11.5,566,600,34,116,490,4,48,477,9,182,560
"974","a1v2J0000028XbDQAU",47.2,1923,2056,133,48,2660,17,76,1017,130,548,1497
"975","a1v2J0000028XdbQAE",11.1,317,480,163,6,169,171,6,88,10,58,378
"976","a1v2J0000028XvwQAE",60.8,1158,1414,256,49,1556,43,270,775,110,415,1129
"977","a1v2J0000028Y6qQAE",38.2,4114,4763,649,272,2351,234,431,1288,468,669,4987
"978","a1v2J0000028YH0QAM",45.5,23183,23967,784,417,3937,46,121,2344,563,664,26025
"979","a1v2J0000028YIAQA2",26.5,131,194,63,18,98,13,51,72,69,47,68
"980","a1v2J0000028YM0QAM",75.5,16492,17732,1240,1724,15436,407,2706,9622,800,3151,13436
"981","a1v2J0000028YNDQA2",9.5,107,153,46,44,257,15,23,79,19,26,71
"982","a1v2J0000028YbWQAU",3.7,135,149,14,4,200,4,8,32,12,29,106
"983","a1v2J0000028YdiQAE",5.6,507,554,47,60,534,10,22,211,163,40,496
"984","a1v2J0000028YvTQAU",60.4,2458,2714,256,88,2606,19,207,1422,205,740,2055
"985","a1v2J0000028YysQAE",13.3,63,150,87,50,137,46,64,45,77,49,104
"986","a1v2J0000028Z2rQAE",1.7,17,23,6,0,13,0,0,12,6,4,6
"987","a1v2J0000028ZFaQAM",17.2,20,34,14,7,60,5,5,10,15,4,20
"988","a1v2J0000028ZVbQAM",36.6,707,865,158,115,497,5,110,377,27,103,535
"989","a1v2J0000028ZVeQAM",65.4,7023,7727,704,602,7670,294,990,5578,607,2482,4324
"990","a1v2J0000028ZWeQAM",34,410,547,137,167,553,31,59,412,43,126,437
"991","a1v2J0000028ZYMQA2",33.2,1274,1494,220,69,1302,3,222,897,39,522,962
"992","a1v2J0000028a1nQAA",79.5,6156,6623,467,1287,5761,58,248,4892,1277,1769,4844
"993","a1v2J0000028aCfQAI",17.2,670,850,180,165,1052,45,75,145,65,35,700
"994","a1v2J0000028aD9QAI",4.8,6,6,0,0,6,0,0,3,0,0,4
"995","a1v2J0000028aYOQAY",11.8,707,836,129,148,644,29,72,611,96,148,628
"996","a1v2J0000028aYRQAY",2.8,64,102,38,24,38,16,17,80,8,0,92
"997","a1v2J0000028aZpQAI",12,34,36,2,0,8,0,0,35,2,0,5
"998","a1v2J0000028ab7QAA",33.5,1420,1738,318,221,1343,157,207,750,230,297,1446
"999","a1v2J0000028abPQAQ",24.2,1288,1442,154,171,1812,45,83,756,55,284,1013
"1000","a1v2J0000028akdQAA",9.2,305,312,7,4,283,2,3,275,2,159,185
"1001","a1v2J0000028b3IQAQ",47.6,899,1066,167,95,989,13,94,461,26,381,955
"1002","a1v2J0000028bCBQAY",26.2,587,737,150,120,582,28,109,373,57,113,488
"1003","a1v2J0000028bELQAY",44.8,2352,2607,255,119,2602,62,156,1807,147,1130,1756
"1004","a1v2J0000028bFDQAY",34.6,3228,3891,663,479,2993,106,577,2620,422,723,2738
"1005","a1v2J0000028bQlQAI",53.2,1523,1572,49,99,1699,41,291,1075,53,212,1488
"1006","a1v2J0000028bTBQAY",36.5,1334,1389,55,35,1159,13,72,1095,48,173,741
"1007","a1v2J0000028bTMQAY",40.2,837,1008,171,106,726,16,183,537,172,301,803
"1008","a1v2J0000028bUwQAI",12.7,338,367,29,9,341,13,16,241,60,142,215
"1009","a1v2J0000028bk9QAA",14,186,218,32,20,234,26,22,59,26,26,186
"1010","a1v2J0000028c2OQAQ",11.8,1403,1558,155,29,1461,9,100,1322,51,992,1847
"1011","a1v2J0000028cf3QAA",94.2,5016,5189,173,439,4545,36,1192,3754,54,1216,4030
"1012","a1v2J0000028cmYQAQ",5.6,86,94,8,29,67,11,8,61,12,39,69
"1013","a1v2J0000028ctFQAQ",84,17431,19498,2067,1745,14979,522,2815,11908,1194,4692,12922
"1014","a1v2J0000028ctOQAQ",17.1,587,684,97,47,585,25,85,428,48,99,594
"1015","a1v2J0000028d72QAA",69.7,692,893,201,153,547,28,176,397,136,103,677
"1016","a1v2J0000028d9BQAQ",34.4,1334,1441,107,100,1406,22,69,1082,63,663,876
"1017","a1v2J0000028dHaQAI",67.4,3607,4927,1320,1129,5102,811,1180,2772,943,1429,3493
"1018","a1v2J0000028e26QAA",14.9,487,719,232,44,688,23,174,265,77,125,635
"1019","a1v2J0000028e2eQAA",7.8,31,39,8,0,53,6,3,20,7,6,81
"1020","a1v2J0000028e2oQAA",34.7,795,877,82,24,923,5,43,185,96,92,920
"1021","a1v2J0000028e4YQAQ",81,8672,9839,1167,782,9175,210,1170,6344,662,3194,8181
"1022","a1v2J0000028e4gQAA",18.7,1017,1144,127,75,1072,50,115,927,85,509,852
"1023","a1v2J0000028e62QAA",1.5,31,144,113,16,132,5,8,126,101,34,138
"1024","a1v2J0000028e8eQAA",19.3,35,77,42,6,102,0,0,57,36,48,65
"1025","a1v2J0000028e9bQAA",10.6,183,355,172,4,300,0,178,262,34,236,123
"1026","a1v2J0000028eF8QAI",11.3,58,138,80,36,191,34,120,37,122,18,185
"1027","a1v2J0000028eMzQAI",21.8,906,1134,228,174,573,98,330,429,193,135,1002
"1028","a1v2J0000028eO1QAI",8.1,1381,1967,586,1193,1129,954,1193,1289,1310,720,1918
"1029","a1v2J0000028eSkQAI",81.7,4102,4424,322,269,4872,145,277,2652,511,1564,3705
"1030","a1v2J0000028eTpQAI",50.8,781,867,86,87,654,36,106,445,58,155,579
"1031","a1v2J0000028eTzQAI",10.2,138,197,59,13,126,11,28,102,34,80,187
"1032","a1v2J0000028eVOQAY",17,937,1214,277,570,939,153,178,1023,199,656,842
"1033","a1v2J0000028eZMQAY",20.8,272,422,150,56,740,8,39,208,87,26,321
"1034","a1v2J0000028eb8QAA",9.4,97,108,11,0,71,0,5,25,5,11,82
"1035","a1v2J0000028ebrQAA",87.9,25975,26930,955,2169,26942,416,2316,21986,691,13380,19510
"1036","a1v2J0000028ecOQAQ",60.9,1978,2192,214,103,4198,103,154,1119,189,263,1695
"1037","a1v2J0000028elqQAA",23.8,1439,1669,230,125,1573,6,152,1102,109,678,1200
"1038","a1v2J0000028emnQAA",16.9,1118,1284,166,121,1198,17,125,757,100,544,1110
"1039","a1v2J0000028enKQAQ",28.3,1053,1279,226,62,1418,13,440,1082,139,654,1202
"1040","a1v2J0000028eqsQAA",17,669,767,98,288,590,26,94,416,77,276,729
"1041","a1v2J0000028evXQAQ",6.2,138,168,30,15,119,0,13,56,14,21,113
"1042","a1v2J0000028exHQAQ",32.1,400,431,31,130,411,12,36,320,26,126,366
"1043","a1v2J0000028eznQAA",15.3,67,144,77,88,166,12,12,75,17,25,90
"1044","a1v2J0000028f1UQAQ",15.2,36,38,2,0,19,0,0,7,6,0,17
"1045","a1v2J0000028f3bQAA",69.1,4284,4732,448,317,6600,198,234,3240,390,1743,3782
"1046","a1v2J0000028f4DQAQ",55.6,3962,5117,1155,413,5060,578,969,4381,957,2282,4528
"1047","a1v2J0000028f4yQAA",7.8,39,43,4,9,44,7,8,28,9,18,32
"1048","a1v2J0000028f5wQAA",8.6,389,439,50,14,287,38,43,256,19,184,269
"1049","a1v2J0000028f6iQAA",32.2,414,455,41,27,470,25,28,332,32,94,228
"1050","a1v2J0000028f8oQAA",27.5,3609,4009,400,327,3372,129,357,2509,190,510,3151
"1051","a1v2J0000028fA8QAI",1.8,67,74,7,4,54,4,0,21,6,5,54
"1052","a1v2J0000028fBLQAY",5.4,136,139,3,7,144,7,7,102,9,54,118
"1053","a1v2J0000028fPFQAY",90.2,52178,54153,1975,1934,52809,905,2654,36487,1574,21530,39150
"1054","a1v2J0000028fiGQAQ",1.5,24,58,34,18,24,15,22,20,29,18,41
"1055","a1v2J0000028fiRQAQ",8.7,835,943,108,63,1052,42,131,360,105,141,660
"1056","a1v2J0000028fpfQAA",7.8,331,398,67,68,291,7,79,192,33,44,346
"1057","a1v2J0000028gBYQAY",37.7,805,848,43,23,636,19,84,454,83,191,582
"1058","a1v2J0000028gCjQAI",39.8,3516,3865,349,629,2918,82,475,2690,253,1730,2434
"1059","a1v2J0000028gKWQAY",34,2506,2600,94,53,2185,18,85,1860,78,322,1860
"1060","a1v2J0000028h6oQAA",7.6,10,10,0,0,11,0,0,5,0,5,9
"1061","a1v2J0000028ia1QAA",19.8,882,928,46,28,877,21,26,744,43,185,565
"1062","a1v2J0000028iaKQAQ",22.4,916,1079,163,126,1220,20,126,766,40,418,835
"1063","a1v2J0000028jBNQAY",26.3,906,995,89,108,1105,44,78,630,130,356,592
"1064","a1v2J0000028jCmQAI",28.3,1086,1216,130,97,1247,16,106,323,93,122,865
"1065","a1v2J0000028jfNQAQ",8.7,1058,1184,126,68,1030,31,98,855,76,80,956
"1066","a1v2J0000028kVuQAI",9.7,168,223,55,28,190,20,37,66,24,94,170
"1067","a1v2J0000028kX5QAI",10.5,260,278,18,2,245,3,2,165,109,9,134
"1068","a1v2J0000028ko7QAA",30.9,678,717,39,10,587,3,14,383,49,268,607
"1069","a1v2J0000028lBhQAI",11.3,218,426,208,169,405,6,24,249,27,81,194
"1070","a1v2J0000028lGtQAI",4.3,13,23,10,4,14,7,0,13,13,4,15
"1071","a1v2J0000028leOQAQ",22.5,410,712,302,84,1215,22,246,429,28,298,533
"1072","a1v2J0000028lgDQAQ",15.7,213,281,68,29,253,21,63,180,15,51,149
"1073","a1v2J0000028mPaQAI",18.2,766,986,220,133,1163,110,186,715,122,542,1010
"1074","a1v2J0000028mPrQAI",44,2045,2539,494,180,1920,99,455,1101,207,1014,1945
"1075","a1v2J0000028mvEQAQ",33.8,2022,2491,469,447,2305,137,213,1592,252,574,1849
"1076","a1v2J0000028nYNQAY",26,731,880,149,40,949,54,141,747,53,400,509
"1077","a1v2J0000028nYdQAI",35.2,1190,1364,174,143,1514,49,118,692,86,255,928
"1078","a1v2J0000028nt1QAA",12.2,73,81,8,0,85,6,6,63,6,12,18
"1079","a1v2J0000028nu7QAA",42,3556,4010,454,359,3511,287,397,3245,479,1749,2713
"1080","a1v2J0000028nukQAA",43.7,1196,1331,135,106,1691,60,120,951,155,125,1365
"1081","a1v2J0000028ooUQAQ",10.9,66,79,13,13,66,5,5,42,5,0,38
"1082","a1v2J0000028oorQAA",2.5,43,56,13,13,33,5,6,9,5,4,26
"1083","a1v2J0000028ootQAA",6.2,357,373,16,2,302,0,136,228,2,91,282
"1084","a1v2J0000028p0cQAA",69.2,3517,4117,600,375,4313,204,448,2936,385,1827,4128
"1085","a1v2J0000028pRvQAI",9,318,325,7,0,333,3,24,164,10,90,261
"1086","a1v2J0000028pWaQAI",84.2,22300,23113,813,2031,19872,206,3030,16932,477,4139,14927
"1087","a1v2J0000028pXBQAY",84,8503,9413,910,1160,7235,443,1638,4899,988,1789,10185
"1088","a1v2J0000028qYTQAY",17.5,249,317,68,34,381,12,38,196,51,92,271
"1089","a1v2J0000028qYxQAI",15.1,178,203,25,14,162,10,48,110,33,48,152
"1090","a1v2J0000028rDZQAY",49.7,3607,4134,527,392,4748,108,433,2834,500,1508,3328
"1091","a1v2J0000028rRMQAY",27.5,277,349,72,15,389,25,43,204,32,121,251
"1092","a1v2J0000028rVoQAI",27.1,1674,1853,179,107,2276,42,184,1066,172,127,1225
"1093","a1v2J0000028sALQAY",24.8,810,877,67,24,1004,12,107,379,64,103,693
"1094","a1v2J0000028tK5QAI",41.6,1127,1375,248,176,1146,66,180,787,188,285,1481
"1095","a1v2J0000028tKtQAI",6.5,150,238,88,35,196,6,71,147,95,111,182
"1096","a1v2J0000028tm9QAA",81,4446,4724,278,267,4669,130,322,2248,200,519,3343
"1097","a1v2J0000028ui4QAA",26.5,4015,4169,154,125,3060,21,97,3307,91,375,1565
"1098","a1v2J0000028xSqQAI",34,302,456,154,72,401,22,81,319,26,244,624
"1099","a1v2J0000028yMKQAY",33.7,706,775,69,61,1306,25,30,354,33,45,441
"1100","a1v2J0000028z5QQAQ",77.3,385,485,100,29,448,17,39,265,97,112,623
"1101","a1v2J0000028z5iQAA",6.7,90,127,37,29,115,29,28,70,50,49,59
"1102","a1v2J0000028z5jQAA",4.3,106,170,64,28,116,27,48,101,43,42,80
"1103","a1v2J0000028zQZQAY",31.8,539,670,131,50,643,38,161,399,110,216,372
"1104","a1v2J0000028zlrQAA",4.5,37,53,16,21,40,22,4,35,26,15,90
"1105","a1v2J0000028zlsQAA",7.6,67,87,20,23,54,0,13,49,5,40,102
"1106","a1v2J0000028zltQAA",7.1,20,22,2,2,12,0,2,8,3,7,19
"1107","a1v2J0000028zluQAA",3.2,9,13,4,2,12,0,9,7,0,0,17
"1108","a1v2J0000028zlvQAA",8.9,192,272,80,0,310,56,27,163,67,29,191
"1109","a1v2J0000028zlxQAA",8.6,275,325,50,0,469,0,16,197,32,102,314
"1110","a1v2J0000028zlyQAA",3.2,33,43,10,8,30,2,8,28,0,11,44
"1111","a1v2J0000028zlzQAA",5.7,27,34,7,6,29,0,5,33,4,16,41
"1112","a1v2J0000028zm0QAA",23.4,100,113,13,7,74,2,9,77,8,6,79
"1113","a1v2J0000028zm1QAA",6.9,29,31,2,2,19,0,17,12,0,4,61
"1114","a1v2J0000028zm2QAA",11.2,480,558,78,23,522,13,38,445,37,78,259
"1115","a1v2J0000028zm3QAA",5,7,35,28,28,23,26,14,22,32,15,55
"1116","a1v2J0000028zm4QAA",3.4,21,23,2,2,14,0,4,19,5,10,17
"1117","a1v2J0000028zm5QAA",7.9,39,43,4,2,44,0,1,25,2,25,46
"1118","a1v2J0000028zm6QAA",8.1,80,85,5,0,78,6,0,47,5,37,66
"1119","a1v2J0000028zm7QAA",9.5,80,87,7,6,62,4,4,33,6,6,100
"1120","a1v2J0000028zm8QAA",7.6,97,266,169,7,397,5,5,43,167,29,242
"1121","a1v2J0000028zm9QAA",5.3,47,49,2,5,21,0,19,16,5,11,95
"1122","a1v2J0000028zmAQAQ",3.2,9,21,12,10,23,10,12,14,10,10,32
"1123","a1v2J0000028zmBQAQ",1,17,17,0,0,7,0,0,4,0,0,13
"1124","a1v2J0000028zmCQAQ",7.8,533,574,41,0,599,8,37,444,21,172,508
"1125","a1v2J0000028zmEQAQ",8.3,173,178,5,17,127,0,35,82,12,61,225
"1126","a1v2J0000028zmFQAQ",26.2,1562,1732,170,55,1790,22,28,1202,127,107,702
"1127","a1v2J0000028zmGQAQ",12.4,142,162,20,14,79,21,21,117,28,24,182
"1128","a1v2J0000028zmHQAQ",11.4,520,627,107,5,560,24,22,345,74,122,626
"1129","a1v2J0000028zmIQAQ",8.6,470,545,75,13,515,27,88,391,37,42,223
"1130","a1v2J0000028zmJQAQ",13.6,1373,1508,135,2,1151,108,17,1076,886,846,797
"1131","a1v2J0000028zmLQAQ",10.1,35,39,4,2,38,0,6,30,0,10,73
"1132","a1v2J0000028zmMQAQ",10.1,579,784,205,8,706,15,95,484,189,206,655
"1133","a1v2J0000028zmNQAQ",7.4,219,252,33,33,227,15,20,223,15,30,121
"1134","a1v2J0000028zmOQAQ",12.6,392,392,0,0,283,0,1,325,0,41,121
"1135","a1v2J0000028zmPQAQ",10.5,110,145,35,23,130,5,6,116,7,18,124
"1136","a1v2J0000028zmQQAQ",7.7,203,232,29,0,281,8,12,119,8,25,119
"1137","a1v2J0000028zmRQAQ",5.9,92,101,9,5,84,5,7,91,7,24,53
"1138","a1v2J00000290AjQAI",72.7,30054,31062,1008,787,29602,262,1096,23053,1009,14232,21857
"1139","a1v2J00000290XHQAY",19,1280,1401,121,99,1473,21,116,544,84,198,1121
"1140","a1v2J00000290ZeQAI",8.2,296,370,74,48,316,47,97,181,65,74,321
"1141","a1v2J00000290bMQAQ",91.1,8921,9271,350,712,8050,199,1142,6153,260,2129,5667
"1142","a1v2J00000290bmQAA",14.6,477,550,73,63,537,19,129,399,69,119,408
"1143","a1v2J00000290crQAA",50.9,2288,4428,2140,694,4139,313,730,2730,1790,674,4030
"1144","a1v2J000002918rQAA",54.5,951,1009,58,44,1078,10,27,549,67,134,738
"1145","a1v2J00000291Z7QAI",90,4853,5308,455,273,5146,243,495,3703,486,1343,3659
