Match ID 18Char,Activation_Month
a1v2J0000038vT4QAI,9
a1v2J000003A6OLQA0,2
a1v2J000002uU1hQAE,8
a1vHt000004awgjIAA,5
a1v2J0000028dckQAA,2
a1v2J0000028fPFQAY,8
a1v2J0000038LXQQA2,7
a1v2J0000038KVfQAM,8
a1v2J0000038XMDQA2,8
a1v2J0000028POrQAM,6
a1v2J0000037i3bQAA,7
a1vHt000004uDkhIAE,8
a1v2J00000280CZQAY,6
a1v2J000003AtHYQA0,7
a1v2J0000039OMAQA2,11
a1v2J0000027jOxQAI,3
a1v2J0000038S99QAE,7
a1v2J0000027zrvQAA,12
a1v2J0000039DXnQAM,11
a1v2J0000038WboQAE,8
a1v2J000003AqWpQAK,7
a1v2J0000027jPuQAI,4
a1v2J0000027swuQAA,8
a1v2J0000028O7vQAE,9
a1v2J0000028UXEQA2,4
a1v2J0000027QHSQA2,10
a1v2J000002ACsRQAW,3
a1v2J00000286hUQAQ,6
a1v2J0000027YQRQA2,4
a1v2J000002AFZnQAO,1
a1v2J0000027wE1QAI,1
a1v2J000002flxCQAQ,5
a1v2J0000027tOHQAY,4
a1v2J0000028HAZQA2,1
a1v2J0000028emnQAA,4
a1v2J0000027xd0QAA,10
a1v2J0000027r7bQAA,5
a1v2J00000280boQAA,11
a1v2J0000027yQeQAI,9
a1v2J0000028KwTQAU,6
a1v2J0000028z5iQAA,5
a1v2J00000286RzQAI,3
a1v2J0000027icOQAQ,10
a1v2J0000027T6jQAE,10
a1v2J0000028KUDQA2,4
a1v2J000002eonbQAA,5
a1v2J0000027rGFQAY,2
a1v2J0000027TtZQAU,7
a1v2J0000028QVOQA2,5
a1v2J0000027NLiQAM,2
a1v2J000002ufOZQAY,4
a1v2J000003TkDEQA0,1
a1v2J000002AFtVQAW,4
a1v2J0000027zEsQAI,8
a1v2J0000028ODYQA2,10
a1v2J0000028VeAQAU,4
a1v2J0000028OKnQAM,11
a1v2J0000027sqSQAQ,5
a1v2J00000281pCQAQ,7
a1v2J00000286vNQAQ,10
a1v2J0000028KwpQAE,1
a1v2J0000028akdQAA,10
a1v2J000002ADkxQAG,11
a1v2J00000286NvQAI,8
a1v2J0000027rqEQAQ,1
a1v2J0000028jBNQAY,2
a1v2J0000027vjcQAA,10
a1v2J000002ccWIQAY,3
a1v2J00000281pdQAA,4
a1v2J0000028EpmQAE,3
a1v2J0000039ReJQAU,11
a1v2J0000028WEvQAM,4
a1vHt0000054gyzIAA,8
a1v2J0000028tm9QAA,5
a1v2J000002uSkzQAE,3
a1v2J000002uc6XQAQ,6
a1v2J0000027mJ6QAI,5
a1v2J000002AB49QAG,3
a1v2J00000281RoQAI,2
a1v2J000003MGQyQAO,12
a1v2J0000028aZpQAI,3
a1v2J0000028BzRQAU,2
a1v2J0000027jSKQAY,10
a1v2J0000027rLlQAI,7
a1v2J0000028CWpQAM,3
a1v2J0000028Lj5QAE,2
a1v2J0000028INtQAM,9
a1v2J00000396TzQAI,10
a1v2J0000028EFLQA2,1
a1v2J00000289OSQAY,3
a1v2J0000027iJBQAY,6
a1v2J0000027EaVQAU,3
a1v2J0000028YbWQAU,2
a1v2J0000027KVRQA2,9
a1v2J0000027wj0QAA,8
a1v2J0000027V0AQAU,5
a1v2J00000289NQQAY,4
a1v2J00000280GNQAY,6
a1v2J0000028VEpQAM,7
a1v2J000002ABGXQA4,5
a1v2J00000283CAQAY,7
a1v2J000002fKEZQA2,6
a1v2J0000027MxkQAE,10
a1v2J0000027ZdnQAE,7
a1v2J0000028DCpQAM,5
a1v2J0000027kqLQAQ,10
a1v2J00000285TKQAY,5
a1v2J000003AOy7QAG,9
a1v2J0000027V0BQAU,6
a1v2J0000028U7xQAE,2
a1v2J0000028NcYQAU,9
a1v2J00000284XsQAI,3
a1v2J0000028CXrQAM,11
a1v2J0000028SwCQAU,7
a1v2J000003WqG0QAK,8
a1v2J0000027mGLQAY,7
a1v2J00000288TkQAI,5
a1v2J0000028bELQAY,11
a1v2J0000038vHXQAY,10
a1v2J0000027WmkQAE,9
a1v2J000002AFaAQAW,5
a1v2J0000027tiBQAQ,7
a1v2J0000028B9XQAU,4
a1v2J0000027vtBQAQ,5
a1v2J0000028HsqQAE,6
a1v2J00000286nwQAA,12
a1v2J0000028CaFQAU,4
a1v2J0000028fiRQAQ,1
a1v2J0000027qtcQAA,6
a1v2J0000028fA8QAI,8
a1v2J0000038Y9iQAE,9
a1v2J0000028ArXQAU,8
a1v2J0000027srFQAQ,6
a1v2J00000281auQAA,4
a1v2J0000028M00QAE,8
a1v2J0000027hkVQAQ,11
a1v2J000003AUiJQAW,5
a1v2J0000028DTJQA2,7
a1v2J0000028nukQAA,8
a1vUX000000TyDhYAK,4
a1v2J0000039OVRQA2,12
a1v2J000002ACHfQAO,7
a1v2J000002uc6NQAQ,4
a1v2J000002uUdFQAU,6
a1v2J0000027WVUQA2,8
a1v2J0000028J1pQAE,7
a1v2J0000028N6wQAE,10
a1v2J000002822jQAA,7
a1v2J0000027nFyQAI,6
a1v2J00000284i7QAA,8
a1v2J0000039BzzQAE,11
a1v2J0000028mPrQAI,7
a1v2J0000027TXAQA2,2
a1v2J0000027q9NQAQ,11
a1v2J00000285clQAA,9
a1v2J0000028P3yQAE,3
a1v2J0000027cflQAA,3
a1v2J0000028YM0QAM,4
a1v2J000002esaZQAQ,6
a1v2J0000028bTMQAY,3
a1v2J00000285nZQAQ,2
a1v2J0000028YdiQAE,11
a1v2J000002ueiyQAA,5
a1v2J0000028ILjQAM,3
a1v2J0000038NIuQAM,7
a1v2J000003m4PiQAI,5
a1v2J0000027sb9QAA,8
a1v2J000002fNSlQAM,7
a1v2J000002uej8QAA,4
a1v2J0000028YIAQA2,2
a1v2J0000028HjQQAU,11
a1v2J000002efHpQAI,4
a1v2J00000290bmQAA,7
a1v2J0000028bCBQAY,11
a1v2J0000027ysaQAA,3
a1v2J000003Ab0zQAC,5
a1v2J000003F2HfQAK,5
a1v2J00000281U0QAI,7
a1v2J0000027vJaQAI,8
a1v2J000002egrGQAQ,5
a1v2J00000288VkQAI,10
a1v2J0000028ecOQAQ,10
a1v2J00000282vSQAQ,9
a1v2J000002fKB6QAM,7
a1v2J00000283xWQAQ,9
a1v2J000003TQdjQAG,12
a1v2J000002ehLaQAI,6
a1v2J0000028f4DQAQ,11
a1v2J000002uROxQAM,4
a1v2J000003920YQAQ,10
a1v2J0000027veBQAQ,11
a1v2J000002fKJjQAM,8
a1v2J0000027MFIQA2,11
a1v2J0000028NaBQAU,8
a1v2J000003A9NgQAK,2
a1v2J0000027LFsQAM,9
a1v2J0000039OVWQA2,12
a1v2J0000027sJqQAI,4
a1v2J0000027v1yQAA,12
a1v2J0000027W1mQAE,5
a1v2J000002uRGfQAM,3
a1v2J000002ufLfQAI,4
a1v2J00000280o3QAA,9
a1v2J000002uc1mQAA,5
a1v2J0000038WAYQA2,8
a1v2J0000028L0YQAU,3
a1v2J0000027cCIQAY,10
a1v2J000002fABaQAM,7
a1v2J000002AFJsQAO,3
a1v2J00000286uGQAQ,2
a1v2J000002ehkzQAA,6
a1v2J0000027aCzQAI,3
a1v2J0000027L3vQAE,10
a1v2J000003WCkvQAG,6
a1v2J0000027jhWQAQ,4
a1v2J0000038SUWQA2,8
a1v2J000003Eh4XQAS,5
a1v2J000002fKPNQA2,6
a1v2J0000028XAbQAM,1
a1v2J0000028GpPQAU,2
a1v2J0000027Vl3QAE,2
a1v2J000002fNRTQA2,7
a1v2J0000038ZElQAM,8
a1v2J0000027fLgQAI,1
a1v2J0000027b7iQAA,3
a1v2J0000037hoqQAA,7
a1v2J000003AcEQQA0,5
a1v2J0000027rNZQAY,10
a1v2J0000027vy8QAA,12
a1v2J0000038LaeQAE,7
a1v2J000003T0HaQAK,10
a1v2J0000038W7eQAE,8
a1v2J0000037hvNQAQ,7
a1v2J0000039VV8QAM,1
a1v2J000003A1ppQAC,2
a1v2J000002fACEQA2,6
a1v2J0000038kDmQAI,8
a1v2J0000038VUxQAM,7
a1v2J00000392HgQAI,10
a1v2J000003A8K1QAK,2
a1v2J000003ANhyQAG,4
a1v2J000002fMfbQAE,7
a1v2J0000038YsaQAE,8
a1v2J0000039UxiQAE,1
a1v2J00000390fKQAQ,10
a1v2J000003MI0gQAG,1
a1v2J000003S4CpQAK,9
a1v2J000002fNdlQAE,7
a1v2J0000039DXOQA2,11
a1v2J0000027UqyQAE,3
a1v2J00000287V1QAI,3
a1v2J0000028DLzQAM,1
a1v2J0000027r83QAA,3
a1v2J0000028XvwQAE,6
a1v2J0000027sKhQAI,1
a1v2J0000027q8CQAQ,4
a1v2J0000028NSPQA2,6
a1v2J0000028bQlQAI,2
a1v2J0000027yRlQAI,6
a1v2J0000027lB8QAI,2
a1v2J0000027eVVQAY,1
a1v2J000002AFT8QAO,5
a1v2J0000027ntQQAQ,3
a1v2J000002uSr0QAE,3
a1v2J000002ACsOQAW,8
a1v2J0000028Q37QAE,6
a1v2J000002uRj8QAE,3
a1v2J000002uQO0QAM,1
a1v2J0000027dBrQAI,3
a1v2J0000027VOIQA2,2
a1v2J0000028NQxQAM,3
a1v2J0000028b3IQAQ,1
a1v2J0000027xDVQAY,2
a1v2J0000027qLDQAY,1
a1v2J0000028WVlQAM,6
a1v2J00000281esQAA,4
a1v2J0000028f8oQAA,1
a1v2J0000027sKrQAI,1
a1v2J0000028e62QAA,6
a1v2J0000027u63QAA,3
a1v2J0000028I84QAE,8
a1v2J0000028aYOQAY,2
a1v2J0000028rDZQAY,5
a1v2J0000027uB3QAI,3
a1v2J0000028xSqQAI,4
a1v2J0000027q7wQAA,4
a1v2J0000027pd1QAA,3
a1v2J0000027iI2QAI,1
a1v2J0000027lbTQAQ,2
a1v2J00000290AjQAI,6
a1v2J0000028RR3QAM,7
a1v2J0000027lV6QAI,6
a1v2J0000027xfxQAA,9
a1v2J000002AGBiQAO,7
a1v2J000002918rQAA,7
a1v2J0000027sq4QAA,4
a1v2J0000027nG7QAI,6
a1v2J0000027iI9QAI,2
a1v2J00000289qgQAA,9
a1v2J0000027sqyQAA,6
a1v2J0000027rPVQAY,8
a1v2J0000027YmbQAE,5
a1v2J00000284BoQAI,2
a1v2J00000288jiQAA,7
a1v2J0000027wW2QAI,2
a1v2J0000028eVOQAY,10
a1v2J0000027x3mQAA,9
a1v2J0000028R8gQAE,5
a1v2J0000027zCqQAI,1
a1v2J0000028NecQAE,9
a1v2J0000027cG9QAI,10
a1v2J000003A9eLQAS,6
a1v2J0000028UlyQAE,10
a1v2J000002ACrmQAG,9
a1v2J0000027L4aQAE,10
a1v2J0000027v3QQAQ,11
a1v2J0000027T6yQAE,10
a1v2J0000028tKtQAI,5
a1v2J000002fKo5QAE,7
a1v2J0000027t2XQAQ,12
a1v2J0000027v66QAA,7
a1v2J000002uS1fQAE,1
a1v2J0000028MX9QAM,6
a1v2J0000028Q1aQAE,12
a1v2J0000027mDmQAI,2
a1v2J0000028FMIQA2,10
a1v2J000003AUgSQAW,5
a1v2J000002uRyyQAE,5
a1v2J00000282wVQAQ,4
a1v2J0000028P6QQAU,9
a1v2J0000028DlHQAU,11
a1v2J0000028UlMQAU,10
a1v2J00000289qkQAA,9
a1v2J00000280EdQAI,5
a1v2J000002fMw2QAE,7
a1v2J0000027vJAQAY,9
a1v2J000002uRHWQA2,10
a1v2J0000027UuSQAU,4
a1v2J0000027cYiQAI,12
a1v2J00000282OwQAI,4
a1v2J0000028bk9QAA,10
a1v2J0000027dBaQAI,3
a1v2J000003TSgjQAG,12
a1v2J0000043FgvQAE,10
a1v2J0000039hhJQAQ,8
a1v2J00000283zTQAQ,3
a1v2J0000028LEgQAM,4
a1v2J0000027TwFQAU,6
a1v2J0000028gCjQAI,2
a1v2J000002AFZrQAO,12
a1v2J0000027eOnQAI,2
a1v2J0000027hN3QAI,11
a1v2J0000027sZuQAI,5
a1v2J0000039icXQAQ,12
a1v2J000002uQUVQA2,1
a1v2J0000028ctFQAQ,2
a1v2J0000028MBFQA2,4
a1v2J0000027YPzQAM,4
a1v2J000002fCb3QAE,5
a1v2J000003SVcWQAW,10
a1v2J0000027m1TQAQ,2
a1v2J000002ucBXQAY,3
a1v2J0000028Nd4QAE,10
a1v2J0000027beUQAQ,4
a1v2J0000028LtgQAE,5
a1v2J0000027zKWQAY,12
a1v2J0000027yS9QAI,7
a1v2J0000028kX5QAI,9
a1v2J000002uV14QAE,3
a1v2J000002uQQBQA2,4
a1v2J00000286xgQAA,8
a1v2J0000027YmiQAE,11
a1v2J0000028mPaQAI,6
a1v2J000003AOoCQAW,4
a1v2J000003AB32QAG,4
a1v2J0000027x4UQAQ,10
a1v2J0000028NQSQA2,5
a1v2J000002ccVOQAY,2
a1v2J0000038vFHQAY,10
a1v2J0000027swrQAA,5
a1v2J0000027dSZQAY,2
a1v2J00000289jKQAQ,4
a1v2J000002ADtVQAW,1
a1v2J0000028AZGQA2,12
a1v2J0000027vKvQAI,6
a1v2J0000028X0cQAE,7
a1v2J00000283CTQAY,8
a1v2J000003AwvjQAC,7
a1v2J0000027Xn5QAE,10
a1v2J0000027vKjQAI,2
a1v2J00000285EQQAY,8
a1v2J0000028ui4QAA,3
a1v2J0000038ZyvQAE,9
a1v2J000002egrVQAQ,5
a1v2J0000028MtIQAU,8
a1v2J0000027kIMQAY,11
a1v2J0000028IqMQAU,2
a1v2J00000283xNQAQ,11
a1v2J00000281E6QAI,9
a1v2J0000028d9BQAQ,11
a1v2J0000028BvdQAE,11
a1v2J000002fAEqQAM,7
a1v2J000002ueNnQAI,4
a1v2J0000027cf1QAA,2
a1v2J000002fMWeQAM,6
a1v2J000002uScRQAU,11
a1v2J000002AEToQAO,4
a1v2J000002ABCZQA4,1
a1v2J000003NUXMQA4,3
a1v2J0000039EVQQA2,11
a1v2J000003T36zQAC,11
a1v2J0000028OKBQA2,3
a1v2J0000038tM6QAI,10
a1v2J0000028SY6QAM,1
a1v2J000002fNdbQAE,6
a1v2J00000391MnQAI,10
a1v2J000002uSltQAE,2
a1v2J000002egM3QAI,5
a1v2J0000028R8vQAE,4
a1v2J000002eglNQAQ,5
a1v2J000002udNNQAY,4
a1v2J0000038W91QAE,8
a1v2J000002fMvdQAE,7
a1v2J0000038LXfQAM,8
a1v2J0000038kPIQAY,8
a1v2J0000038ZyCQAU,8
a1v2J000003NgjrQAC,4
a1v2J000003q6rdQAA,7
a1vHt00000553DOIAY,8
a1v2J000003B12BQAS,7
a1v2J000002efZJQAY,5
a1v2J000003A95rQAC,2
a1v2J000003SLKZQA4,10
a1v2J000003BArwQAG,7
a1v2J000003B8ssQAC,8
a1v2J000003A6zmQAC,3
a1v2J000003AbcWQAS,6
a1v2J0000039HnKQAU,11
a1v2J0000038kFYQAY,10
a1v2J0000039zHzQAI,2
a1v2J000002fJhpQAE,6
a1v2J0000039wUbQAI,1
a1v2J000003AQQrQAO,5
a1v2J0000039HQBQA2,11
a1v2J000004DqzjQAC,12
a1v2J000002egbwQAA,4
a1v2J000003AbcMQAS,5
a1v2J000003TBwLQAW,11
a1v2J0000038aTPQAY,8
a1v2J000002cedAQAQ,3
a1v2J000002fMvnQAE,6
a1vUX000001WLIUYA4,12
a1v2J0000039qLMQAY,1
a1v2J0000039ijiQAA,1
a1v2J000003SxVVQA0,10
a1v2J000003T36yQAC,11
a1v2J0000037hoHQAQ,8
a1v2J0000038LVjQAM,9
a1v2J000003LeEfQAK,12
a1v2J0000038vXpQAI,10
a1v2J000002fNRnQAM,7
a1vHt0000059yHSIAY,10
a1v2J000002fNvLQAU,7
a1v2J000002fNvkQAE,7
a1v2J0000039HcvQAE,11
a1v2J0000039HgdQAE,11
a1v2J0000038RoJQAU,5
a1v2J000003LGz8QAG,10
a1v2J0000038eOmQAI,9
a1v2J000003LGIAQA4,10
a1v2J0000038SWNQA2,8
a1v2J0000038fZ7QAI,9
a1v2J0000039BstQAE,12
a1v2J000003LGT4QAO,10
a1v2J0000038c1AQAQ,8
a1v2J0000038WagQAE,8
a1v2J0000038XbRQAU,8
a1v2J0000039g5QQAQ,1
a1v2J0000038YZ0QAM,8
a1v2J0000038YrSQAU,8
a1v2J000003Mxw0QAC,2
a1vUX000001BOCvYAO,10
a1v2J0000039DVhQAM,11
a1v2J0000038ZcnQAE,8
a1v2J000003LF5WQAW,9
a1vUX000000EBZtYAO,2
a1v2J000003A8TmQAK,6
a1v2J000003B0L6QAK,6
a1v2J0000038ax4QAA,10
a1v2J0000038fzKQAQ,8
a1v2J0000039VcYQAU,12
a1v2J0000039dT9QAI,2
a1v2J0000038klEQAQ,9
a1v2J000002fbbFQAQ,5
a1v2J0000038fztQAA,8
a1v2J0000039DVcQAM,11
a1v2J0000038jNPQAY,9
a1v2J0000039K90QAE,11
a1v2J0000038jwjQAA,9
a1v2J000003A3zlQAC,4
a1v2J000003SLKtQAO,9
a1v2J0000039yHtQAI,2
a1v2J0000038jw0QAA,9
a1v2J0000039F5tQAE,11
a1v2J0000039unbQAA,1
a1v2J000003LKVUQA4,10
a1v2J0000039vqtQAA,1
a1v2J000003ToJnQAK,12
a1v2J000003AzsYQAS,6
a1v2J0000043FXPQA2,10
a1v2J00000391JPQAY,11
a1v2J0000038vHDQAY,10
a1v2J0000038ttKQAQ,10
a1vHt0000059TFhIAM,10
a1v2J0000038tuSQAQ,9
a1v2J0000038uWqQAI,10
a1v2J000003TIKxQAO,12
a1v2J0000038tV8QAI,10
a1v2J0000038t1SQAQ,10
a1v2J0000039yHiQAI,2
a1v2J0000039HgiQAE,11
a1v2J0000038uPVQAY,10
a1v2J000003SJLaQAO,10
a1v2J00000391tNQAQ,11
a1v2J000003992lQAA,10
a1vUX000000t3IDYAY,9
a1v2J0000039otXQAQ,1
a1vHt000004fzzcIAA,11
a1v2J0000038vHcQAI,10
a1vHt000004soOeIAI,7
a1v2J000003B8UgQAK,9
a1v2J000003YJ0jQAG,6
a1v2J00000392cFQAQ,11
a1v2J00000391ZXQAY,10
a1v2J00000391FwQAI,10
a1v2J0000038vTEQAY,10
a1v2J000003Mp0SQAS,2
a1v2J0000039Qw5QAE,11
a1v2J00000397wWQAQ,11
a1v2J00000392dmQAA,11
a1v2J00000391MiQAI,11
a1v2J000003AfV5QAK,6
a1v2J000003S38bQAC,9
a1v2J00000391N2QAI,10
a1v2J0000039KFrQAM,11
a1v2J00000397upQAA,11
a1v2J000002fk97QAA,5
a1v2J0000039ReTQAU,11
a1v2J00000395zLQAQ,10
a1vHt0000059c3eIAA,10
a1v2J0000039948QAA,10
a1v2J0000039A1pQAE,10
a1v2J0000041KHZQA2,9
a1v2J0000039yI7QAI,2
a1v2J000003B12jQAC,8
a1v2J000003A5jdQAC,2
a1v2J0000039SyUQAU,12
a1v2J000003AZmhQAG,5
a1v2J0000039yTqQAI,2
a1v2J000003B12ZQAS,8
a1v2J000003S38lQAC,8
a1v2J0000039DYCQA2,11
a1v2J0000039U9EQAU,12
a1v2J000003AOoWQAW,5
a1v2J0000039QwjQAE,12
a1v2J000003SJArQAO,10
a1v2J0000039ND2QAM,11
a1v2J0000039JHJQA2,11
a1v2J0000039RdGQAU,11
a1v2J000003SaH1QAK,10
a1v2J000003stZfQAI,8
a1v2J0000039RaWQAU,11
a1v2J0000039O7eQAE,11
a1v2J0000039HQQQA2,11
a1v2J0000039W80QAE,12
a1v2J0000039JxYQAU,11
a1v2J000003SNetQAG,10
a1v2J0000039HneQAE,12
a1v2J0000039VUeQAM,1
a1v2J0000039I4zQAE,11
a1v2J0000039HmlQAE,11
a1v2J0000039IHeQAM,11
a1v2J0000039JIlQAM,11
a1v2J000003AOndQAG,4
a1v2J0000039Jz0QAE,12
a1v2J000003SHvRQAW,8
a1v2J000003S5yzQAC,9
a1v2J000003A0CXQA0,2
a1v2J000003SAcfQAG,8
a1v2J000003SDDpQAO,9
a1v2J0000039Lx7QAE,11
a1v2J0000039KIbQAM,11
a1v2J0000039T2qQAE,11
a1v2J000003A05HQAS,2
a1v2J000003AQdBQAW,5
a1v2J000003A01tQAC,2
a1v2J000003SfepQAC,10
a1v2J0000039hyEQAQ,2
a1v2J0000039UeRQAU,12
a1v2J000003Ef9jQAC,3
a1v2J000003AQQwQAO,4
a1v2J000003B8q3QAC,8
a1v2J0000039zcPQAQ,2
a1v2J000003AOnYQAW,4
a1vUX000000w6RdYAI,11
a1v2J0000039XgAQAU,12
a1v2J000003A6OlQAK,2
a1vUX000000MKEbYAO,3
a1v2J000003AugDQAS,6
a1v2J000002fdYRQAY,6
a1v2J0000039ujPQAQ,2
a1v2J0000039huNQAQ,12
a1v2J000003WFxEQAW,6
a1v2J0000039zHpQAI,1
a1v2J0000039iLWQAY,2
a1v2J000002cig4QAA,3
a1v2J000003U1jdQAC,1
a1v2J000003WHSDQA4,6
a1vUX000000r2LRYAY,7
a1v2J0000039yIHQAY,2
a1v2J000003TPTOQA4,12
a1v2J0000039xvIQAQ,2
a1v2J0000039xv3QAA,2
a1v2J000003SW0TQAW,10
a1v2J0000039yICQAY,2
a1v2J000003AqX9QAK,7
a1v2J000003B14BQAS,7
a1v2J000003ThNXQA0,12
a1v2J0000027Xr9QAE,8
a1v2J000003AENmQAO,4
a1v2J000004BgI4QAK,12
a1v2J000003A6EUQA0,5
a1v2J000003ATniQAG,5
a1v2J000003B8oWQAS,8
a1v2J000002flwxQAA,5
a1v2J000003TRgyQAG,11
a1v2J000003A6zXQAS,3
a1v2J000003F7QTQA0,5
a1v2J000003ANi3QAG,4
a1v2J000003AeuiQAC,7
a1v2J000003A0y4QAC,2
a1v2J000003AqXJQA0,7
a1v2J000003S54PQAS,10
a1v2J000003Aod4QAC,6
a1v2J000003AOniQAG,4
a1v2J000003A6OpQAK,2
a1v2J000003AhmjQAC,6
a1v2J000003B0NqQAK,7
a1v2J000003TPZqQAO,12
a1v2J000003TPa0QAG,12
a1v2J000003AOnsQAG,5
a1v2J000003AOiQQAW,4
a1v2J000003SLL8QAO,9
a1v2J000003AcEuQAK,6
a1v2J000003B12GQAS,7
a1v2J000003SJAXQA4,9
a1v2J000002fbMYQAY,5
a1v2J000003Ab14QAC,7
a1v2J000003T2SxQAK,11
a1v2J000003AOnjQAG,5
a1v2J000002flJhQAI,5
a1v2J000003AQR1QAO,5
a1v2J000003SNeAQAW,9
a1v2J000003S38WQAS,8
a1v2J000002flJxQAI,5
a1v2J000003AhjVQAS,7
a1v2J000002fk98QAA,5
a1vUX000000ghRyYAI,6
a1v2J000002flJwQAI,5
a1v2J000003SG5nQAG,8
a1v2J000003T1HiQAK,10
a1v2J000003AeGxQAK,6
a1v2J000003Aod3QAC,6
a1v2J000003Aps1QAC,6
a1v2J000003Sa7kQAC,10
a1v2J000003Sa7fQAC,10
a1v2J000003STjLQAW,9
a1v2J000003AVJLQA4,5
a1v2J000003SyNDQA0,11
a1v2J000003T437QAC,11
a1v2J000003FNdXQAW,6
a1v2J000003TL7PQAW,12
a1v2J000002cZNvQAM,2
a1v2J000002flmdQAA,5
a1v2J000002cWMfQAM,2
a1v2J000003SHyfQAG,10
a1vHt000005B8xeIAC,10
a1v2J000003SLMQQA4,9
a1v2J000003TRZiQAO,11
a1vUX000000ZTtZYAW,4
a1v2J000003AUhLQAW,5
a1v2J000003S54eQAC,8
a1v2J000003Saz0QAC,10
a1v2J000003SLKoQAO,10
a1v2J000003SMusQAG,9
a1v2J000003AcEaQAK,2
a1v2J000003Sz1aQAC,10
a1v2J000003SVcgQAG,9
a1v2J000002ckKvQAI,3
a1v2J000003AUgIQAW,5
a1v2J000003AXzFQAW,5
a1v2J000003LcwfQAC,12
a1v2J000003SHyVQAW,9
a1v2J000003LeGRQA0,12
a1v2J000003Tid6QAC,12
a1v2J000003WZZ3QAO,7
a1v2J000003lyauQAA,5
a1v2J000003TPaAQAW,11
a1v2J000002cV7rQAE,2
a1v2J000003SW2PQAW,11
a1v2J000003S61AQAS,9
a1v2J000003AeGdQAK,7
a1v2J000003SxVzQAK,10
a1v2J000003Aiz7QAC,6
a1v2J000003WFk0QAG,6
a1v2J000003S4CuQAK,9
a1v2J000003AixkQAC,6
a1v2J000003TVGuQAO,12
a1v2J000003ApqjQAC,6
a1v2J000003AobqQAC,7
a1v2J000003AqWkQAK,7
a1vHt0000059yLZIAY,10
a1v2J000003TLAJQA4,11
a1v2J000003ArD0QAK,6
a1v2J000003S38RQAS,8
a1v2J000002cjHBQAY,4
a1v2J000003Th15QAC,1
a1v2J000003U6fpQAC,1
a1vHt000004ncfoIAA,7
a1v2J000003EhW2QAK,4
a1v2J000003Th10QAC,1
a1v2J000003SJdtQAG,9
a1v2J000003SLKyQAO,9
a1v2J000004CqACQA0,12
a1v2J000003B0NgQAK,7
a1v2J000003TGRaQAO,12
a1v2J000003SIvDQAW,9
a1v2J000003S38gQAC,10
a1v2J000003F3jzQAC,5
a1v2J000003SM8tQAG,9
a1vHt000005AV8BIAW,10
a1v2J000003S63aQAC,9
a1v2J000003SbugQAC,10
a1vHt000004kUY0IAM,5
a1v2J000003B3oCQAS,7
a1v2J000003TlFFQA0,1
a1v2J000003SLObQAO,9
a1v2J000003S63LQAS,9
a1v2J000003L6N4QAK,9
a1v2J000003U5Z3QAK,2
a1v2J000003S63BQAS,8
a1v2J000003TwJOQA0,2
a1v2J000003Tl92QAC,1
a1v2J000004O02iQAC,3
a1v2J000003S63QQAS,9
a1v2J000003SfhUQAS,11
a1v2J000003SHx8QAG,8
a1v2J000003SxVkQAK,10
a1v2J000003SbubQAC,10
a1v2J000003SbvFQAS,10
a1v2J000004LedtQAC,2
a1v2J000003ScuAQAS,10
a1v2J000002cV9nQAE,3
a1v2J000003Exe1QAC,4
a1v2J000003TGRGQA4,11
a1v2J000003T24uQAC,11
a1v2J000003T1BaQAK,10
a1v2J000003TxmaQAC,1
a1v2J000003SbuvQAC,11
a1v2J000003SaAeQAK,10
a1v2J000003SVcbQAG,9
a1v2J000002cZLfQAM,2
a1v2J000002cbxjQAA,2
a1vHt0000059JaDIAU,10
a1v2J000002ccX0QAI,2
a1v2J000002cXQIQA2,2
a1v2J000002cXPZQA2,1
a1v2J000002cZLaQAM,2
a1v2J000002cXRVQA2,3
a1v2J000002cXPeQAM,2
a1v2J000002cZLkQAM,2
a1v2J000002cXRaQAM,2
a1v2J000002cegEQAQ,2
a1v2J000002cXPjQAM,2
a1v2J000003N16NQAS,2
a1vUX0000009rJdYAI,1
a1v2J000002cifkQAA,3
a1v2J000002clKXQAY,3
a1v2J000003WuNNQA0,8
a1v2J000002cdcdQAA,2
a1v2J000004ZwsvQAC,5
a1v2J000002cd5nQAA,2
a1v2J000002ccVJQAY,2
a1v2J000003WK9RQAW,7
a1v2J000003EuP1QAK,4
a1vUX000000rdw5YAA,7
a1v2J000002cjF5QAI,2
a1v2J000003WxYiQAK,8
a1v2J000003LeDIQA0,12
a1v2J000002cjtpQAA,2
a1v2J000002cegiQAA,3
a1v2J000003LseGQAS,12
a1v2J000003Lnj2QAC,12
a1v2J000003Eh4SQAS,4
a1v2J000003F7PzQAK,7
a1v2J000003LGxMQAW,10
a1v2J000003LFUHQA4,9
a1v2J000003EdrTQAS,3
a1v2J000003SbuXQAS,10
a1v2J000002cVnuQAE,2
a1vHt000004a6uhIAA,5
a1v2J000003LI33QAG,10
a1v2J000003SypjQAC,11
a1v2J000003SbuWQAS,10
a1v2J000003eWo9QAE,11
a1v2J000003Th1UQAS,12
a1v2J000003TPT9QAO,12
a1v2J000003WK89QAG,6
a1v2J000003TzNOQA0,1
a1v2J000003T2QDQA0,11
a1v2J000003j5QZQAY,4
a1v2J000003T0wbQAC,11
a1v2J000004LqyqQAC,2
a1v2J000003T1uuQAC,10
a1v2J000003T1upQAC,12
a1vHt000004aIYPIA2,6
a1v2J000003TSgZQAW,12
a1vUX000000RqNVYA0,4
