Match ID 18Char,Big Age,big_occupation_category_Agriculture & Natural Resources,"big_occupation_category_Arts, Media & Entertainment",big_occupation_category_Business & Finance,big_occupation_category_Education,"big_occupation_category_Government, Law & Protective Services",big_occupation_category_Human & Social Services,big_occupation_category_Labor & Skilled Trades,big_occupation_category_Medical & Health Services,big_occupation_category_Not in Labor Force / Other,"big_occupation_category_Retail, Service & Hospitality",big_occupation_category_Technology & Engineering,Program Type_Community,Program Type_Site,Program Type_Site Based Facilitated,Program Type_Site Based Plus
a1v2J00000289NBQAY,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J000002fJtCQAU,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000003TPZHQA4,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027V8aQAE,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J000002ADgWQAW,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027iv2QAA,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028LgeQAE,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028MNmQAM,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028aCfQAI,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028gKWQAY,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028WxSQAU,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000003FLM4QAO,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028AoYQAU,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028OGgQAM,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000038eLYQAY,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027i8YQAQ,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027tEgQAI,44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J00000287FwQAI,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027esBQAQ,37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027YfxQAE,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028AjPQAU,33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027wbIQAQ,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028MCfQAM,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000289qYQAQ,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028H9FQAU,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028aD9QAI,80,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027HExQAM,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028eznQAA,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028AWyQAM,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002AFvXQAW,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028LldQAE,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000028DKVQA2,44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028eZMQAY,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000281SgQAI,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AErlQAG,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028e2eQAA,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028D92QAE,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027VX7QAM,37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028WUAQA2,43,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AEW9QAO,47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027f07QAA,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002uglZQAQ,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002cddgQAA,37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027panQAA,41,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027pdOQAQ,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027YQ9QAM,42,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028qYxQAI,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000038dl4QAA,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028HZfQAM,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028z5QQAQ,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028ctOQAQ,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002ACF7QAO,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002fAC4QAM,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028DLvQAM,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J000002ADybQAG,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028CchQAE,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000284ijQAA,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000028KwhQAE,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J00000289MOQAY,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002ABwSQAW,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000003LQi9QAG,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027rGrQAI,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J00000291Z7QAI,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028lBhQAI,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000003LAo5QAG,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027vvbQAA,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027tQUQAY,37,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000028JpXQAU,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000283bJQAQ,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028abPQAQ,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028VfUQAU,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027ruPQAQ,65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uQyNQAU,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000038WATQA2,43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027ZqdQAE,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027rncQAA,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027nGBQAY,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002ueovQAA,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027rolQAA,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028LcXQAU,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028oorQAA,62,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000281TzQAI,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027KBtQAM,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027rb3QAA,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028SN5QAM,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uQNvQAM,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028f4yQAA,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027v1GQAQ,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027t1pQAA,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027tfSQAQ,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000289BtQAI,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002ug91QAA,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028WdaQAE,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028IbrQAE,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028DKmQAM,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J000002uT8CQAU,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027xFIQAY,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028eb8QAA,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J00000283KxQAI,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028FzFQAU,41,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000027UpqQAE,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028nYdQAI,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J00000284YyQAI,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027yseQAA,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027beIQAQ,72,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028YNDQA2,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028bUwQAI,34,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J000003WO3NQAW,72,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000003AAjOQAW,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000282i5QAA,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000028CKZQA2,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AFc8QAG,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002863bQAA,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002fNFOQA2,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027zaoQAA,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028Q20QAE,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027v10QAA,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000282AxQAI,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000282QkQAI,58,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027m2BQAQ,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028eqsQAA,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000028DvqQAE,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027w0gQAA,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002f01LQAQ,37,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000002uQjOQAU,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uUjoQAE,54,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027GURQA2,74,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027vBfQAI,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000282dPQAQ,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027mHLQAY,36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002eorxQAA,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028ootQAA,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000028WgQQAU,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027qKAQAY,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027yrjQAA,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028GpvQAE,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027thJQAQ,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028MOOQA2,38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000028jCmQAI,41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028A44QAE,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000038jRgQAI,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027XlrQAE,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027xuVQAQ,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028Fz5QAE,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027wGKQAY,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000039OW0QAM,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000002AFxiQAG,33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000028PGvQAM,38,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027eVRQAY,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027viRQAQ,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028KWYQA2,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000028EGoQAM,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000286zKQAQ,34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AFanQAG,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002ABJGQA4,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028PprQAE,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002uUB2QAM,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027tXXQAY,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028GIFQA2,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000288I0QAI,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028ZVbQAM,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002fNNgQAM,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028dHaQAI,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028M9tQAE,45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
a1v2J000002ABfvQAG,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uRJhQAM,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000280hyQAA,67,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028pXBQAY,67,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028H2QQAU,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028ia1QAA,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J00000287CRQAY,66,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027vvdQAA,34,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
a1v2J000003LBOLQA4,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000027dshQAA,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000028z5jQAA,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027q7AQAQ,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027xg8QAA,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027xhFQAQ,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028YysQAE,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J00000284T9QAI,37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027rH9QAI,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028eO1QAI,38,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000028Z2rQAE,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028Jz9QAE,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028M6OQAU,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027gf7QAA,35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000290bMQAQ,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027mIlQAI,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028SfhQAE,47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uUSuQAM,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027Vi0QAE,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027v06QAA,46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J00000288k7QAA,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J000002ACCHQA4,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000285BGQAY,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027Us2QAE,60,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J00000288TjQAI,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028J9tQAE,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002uTlWQAU,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028X6mQAE,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000283CFQAY,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027sGaQAI,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027YXRQA2,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027y2QQAQ,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027XpHQAU,52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028TkQQAU,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027qlpQAA,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028GHtQAM,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J00000289GaQAI,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028W3uQAE,58,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
a1v2J0000027YoMQAU,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J000002AB4gQAG,40,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000003AOo2QAG,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027uYmQAI,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028HFZQA2,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000280qmQAA,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AFUEQA4,33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000028c2OQAQ,49,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000039Wz8QAE,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000028YvTQAU,41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028AoNQAU,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002AFTYQA4,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027w8SQAQ,35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J00000283kWQAQ,42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J000003Tjf0QAC,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uQSWQA2,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028VdzQAE,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028M9mQAE,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027zFJQAY,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027z7eQAA,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028QeHQAU,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J000002fL2QQAU,41,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027eyPQAQ,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027sLKQAY,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uQxlQAE,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027wkLQAQ,76,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027ubwQAA,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028pWaQAI,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000002uSJMQA2,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002uU7GQAU,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028ULfQAM,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002ABGqQAO,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028LhZQAU,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J00000286yWQAQ,33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000028KRHQA2,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
a1v2J0000027yt0QAA,40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028LixQAE,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AE00QAG,46,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J00000281oUQAQ,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027lbFQAQ,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028e26QAA,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000003WqujQAC,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000027xGDQAY,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AGMGQA4,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000027gGjQAI,65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000038eIFQAY,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002845PQAQ,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028VIoQAM,47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J0000028RuJQAU,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000288TfQAI,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000282FLQAY,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027TtgQAE,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000284UOQAY,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000038vRNQAY,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000038cwzQAA,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002ADyxQAG,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000038cwaQAA,49,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000002uT8xQAE,35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J0000027zcQQAQ,31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J000002fEw8QAE,79,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000002801BQAQ,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000027TvCQAU,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002AGFyQAO,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002uSBcQAM,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027XncQAE,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
a1v2J00000283aPQAQ,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
a1v2J0000027uTPQAY,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000039XYLQA2,36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J000002ufN7QAI,69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000003S649QAC,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
a1v2J0000028ebrQAA,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J000002AGBFQA4,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028Gj4QAE,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028WxoQAE,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028MO6QAM,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J000003LFe3QAG,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000289IXQAY,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000028LyVQAU,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
a1v2J00000287iFQAQ,34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
a1v2J0000027mJaQAI,67,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
a1v2J000002807LQAQ,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
a1v2J0000028K35QAE,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
a1v2J0000028CtNQAU,39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
