match_id_18char,big_race_1,big_race_2,big_race_3,little_race_1,little_race_2,little_race_3,match_length,match_count,alignment
a1v2J0000027q66QAA,White or Caucasian,,NA,White or Caucasian,NA,NA,23.2,3,1
a1v2J0000027TmjQAE,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,28.4,1,0.3333333333333333
a1v2J000002udTGQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,19.2,3,1
a1v2J000002uc6IQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,70.8,3,1
a1v2J0000027oqzQAA,White or Caucasian,,NA,Black or African American,NA,NA,2.9,2,0.6666666666666666
a1v2J0000028ZVeQAM,White or Caucasian,,NA,Black or African American,NA,NA,65.4,2,0.6666666666666666
a1v2J0000028f3bQAA,Other,,NA,Hispanic,NA,NA,69.1,2,0.6666666666666666
a1v2J000002uQHPQA2,White or Caucasian,,NA,Black or African American,NA,NA,12.2,2,0.6666666666666666
a1v2J0000028fBLQAY,White or Caucasian,,NA,Black or African American,NA,NA,5.4,2,0.6666666666666666
a1v2J0000027sqvQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,15.6,3,1
a1v2J00000281CXQAY,White or Caucasian,,NA,Other,NA,NA,33,2,0.6666666666666666
a1v2J0000028XbDQAU,White or Caucasian,,NA,Hispanic,NA,NA,47.2,2,0.6666666666666666
a1v2J00000286NxQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,12.8,3,1
a1v2J0000027sUTQAY,White or Caucasian,,NA,Black or African American,NA,NA,27.1,2,0.6666666666666666
a1v2J0000038mXRQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,65,3,1
a1v2J000003SWGQQA4,White or Caucasian,,NA,White or Caucasian,NA,NA,17.1,3,1
a1v2J0000028cf3QAA,White or Caucasian,,NA,Black or African American,NA,NA,94.2,2,0.6666666666666666
a1v2J000002uS0tQAE,White or Caucasian,,NA,Black or African American,NA,NA,36.6,2,0.6666666666666666
a1v2J0000028QaoQAE,White or Caucasian,,NA,Black or African American,NA,NA,6.3,2,0.6666666666666666
a1v2J000004NzgmQAC,White or Caucasian,,NA,Black or African American,NA,NA,23.7,2,0.6666666666666666
a1v2J00000280xJQAQ,White or Caucasian,,NA,Black or African American,NA,NA,15.8,2,0.6666666666666666
a1v2J0000027TGgQAM,White or Caucasian,,NA,Other,NA,NA,12,2,0.6666666666666666
a1v2J00000283mnQAA,Black or African American,,NA,Black or African American,NA,NA,26.6,3,1
a1v2J0000028AmQQAU,Asian,,NA,Asian,NA,NA,23.4,3,1
a1v2J000002escQQAQ,White or Caucasian,,NA,Black or African American,NA,NA,23.4,2,0.6666666666666666
a1v2J000002ABwrQAG,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,45.7,1,0.3333333333333333
a1v2J0000039ySYQAY,White or Caucasian,,NA,Other,NA,NA,8.6,2,0.6666666666666666
a1v2J0000027V8gQAE,White or Caucasian,,NA,Black or African American,NA,NA,50.5,2,0.6666666666666666
a1v2J0000027s6UQAQ,White or Caucasian,,NA,Black or African American,NA,NA,9.2,2,0.6666666666666666
a1v2J0000028VzAQAU,White or Caucasian,,NA,Black or African American,NA,NA,10.4,2,0.6666666666666666
a1v2J0000027WizQAE,White or Caucasian,,NA,Hispanic,NA,NA,19.1,2,0.6666666666666666
a1v2J0000028FRgQAM,White or Caucasian,,NA,Black or African American,NA,NA,3.5,2,0.6666666666666666
a1v2J0000028bFDQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,34.6,3,1
a1v2J0000027splQAA,White or Caucasian,,NA,Black or African American,NA,NA,67.6,2,0.6666666666666666
a1v2J000002esbIQAQ,Other,,NA,Black or African American,NA,NA,30.3,2,0.6666666666666666
a1v2J000002ehfQQAQ,White or Caucasian,,NA,Black or African American,NA,NA,27,2,0.6666666666666666
a1v2J0000028RawQAE,White or Caucasian,,NA,Other,NA,NA,54.5,2,0.6666666666666666
a1v2J0000038ij6QAA,White or Caucasian,,NA,Black or African American,NA,NA,28.3,2,0.6666666666666666
a1v2J000002esXkQAI,White or Caucasian,,NA,Black or African American,NA,NA,68.9,2,0.6666666666666666
a1v2J000002uUhfQAE,White or Caucasian,,NA,Hispanic,NA,NA,18.9,2,0.6666666666666666
a1v2J00000289qdQAA,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,42,2,0.6666666666666666
a1v2J000002uc3YQAQ,Black or African American,,NA,Black or African American,NA,NA,29.4,3,1
a1v2J000002fNyeQAE,White or Caucasian,,NA,Other,NA,NA,6,2,0.6666666666666666
a1v2J0000027yK8QAI,Other,,NA,Black or African American,NA,NA,9.2,2,0.6666666666666666
a1v2J0000038WCFQA2,Other,,NA,Black or African American,NA,NA,60.8,2,0.6666666666666666
a1v2J00000289AMQAY,White or Caucasian,,NA,Black or African American,NA,NA,31.1,2,0.6666666666666666
a1v2J0000027tN4QAI,White or Caucasian,,NA,Other,NA,NA,34.2,2,0.6666666666666666
a1v2J0000028e2oQAA,White or Caucasian,,NA,Black or African American,NA,NA,34.7,2,0.6666666666666666
a1v2J00000396XmQAI,White or Caucasian,,NA,Black or African American,NA,NA,8.5,2,0.6666666666666666
a1v2J0000027VkoQAE,American Indian or Alaska Native,,NA,Other,NA,NA,6.7,2,0.6666666666666666
a1v2J0000038SfrQAE,White or Caucasian,,NA,Hispanic,NA,NA,12.7,2,0.6666666666666666
a1v2J0000027vwAQAQ,Asian,,NA,Black or African American,NA,NA,22.1,2,0.6666666666666666
a1v2J000003TPVtQAO,White or Caucasian,,NA,Hispanic,NA,NA,50.7,2,0.6666666666666666
a1v2J000002fNTyQAM,White or Caucasian,,NA,Other,NA,NA,48.7,2,0.6666666666666666
a1v2J0000027miqQAA,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,6.4,2,0.6666666666666666
a1v2J000003B12AQAS,White or Caucasian,,NA,Black or African American,NA,NA,5.5,2,0.6666666666666666
a1v2J000002fe3AQAQ,White or Caucasian,,NA,Other,NA,NA,26.4,2,0.6666666666666666
a1v2J0000028nt1QAA,Asian,,NA,Black or African American,NA,NA,12.2,2,0.6666666666666666
a1v2J00000285WGQAY,White or Caucasian,,NA,Black or African American,NA,NA,15.7,2,0.6666666666666666
a1v2J0000038MuvQAE,White or Caucasian,,NA,Other,NA,NA,21,2,0.6666666666666666
a1v2J000002f3UFQAY,White or Caucasian,,NA,Black or African American,NA,NA,41.1,2,0.6666666666666666
a1v2J000002cegdQAA,White or Caucasian,,NA,Black or African American,NA,NA,25,2,0.6666666666666666
a1v2J000002uhY6QAI,White or Caucasian,,NA,Black or African American,NA,NA,17.1,2,0.6666666666666666
a1v2J0000038LYdQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,14.7,3,1
a1v2J0000038eMqQAI,White or Caucasian,,NA,Hispanic,NA,NA,53,2,0.6666666666666666
a1v2J0000038vT4QAI,Asian - Other,,NA,Asian,NA,NA,12.7,2,0.6666666666666666
a1v2J000003A6OLQA0,White or Caucasian,,NA,Other,NA,NA,10.8,2,0.6666666666666666
a1v2J000002uU1hQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,9.7,3,1
a1vHt000004awgjIAA,White or Caucasian,,NA,Other,NA,NA,21.6,2,0.6666666666666666
a1v2J0000028dckQAA,White or Caucasian,,NA,Black or African American,NA,NA,4.4,2,0.6666666666666666
a1v2J0000028fPFQAY,Asian,,NA,Black or African American,NA,NA,90.2,2,0.6666666666666666
a1v2J0000038LXQQA2,White or Caucasian,,NA,Black or African American,NA,NA,3,2,0.6666666666666666
a1v2J0000038KVfQAM,NA,NA,NA,Other,NA,NA,2.2,2,0.6666666666666666
a1v2J0000038XMDQA2,White or Caucasian,,NA,Other,NA,NA,66.3,2,0.6666666666666666
a1v2J0000028POrQAM,White or Caucasian,,NA,Black or African American,NA,NA,55.2,2,0.6666666666666666
a1v2J0000037i3bQAA,White or Caucasian,,NA,Other,NA,NA,20.3,2,0.6666666666666666
a1vHt000004uDkhIAE,White or Caucasian,,NA,Other,NA,NA,10.1,2,0.6666666666666666
a1v2J00000280CZQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,5.6,3,1
a1v2J000003AtHYQA0,White or Caucasian,,NA,White or Caucasian,NA,NA,18.5,3,1
a1v2J0000039OMAQA2,White or Caucasian,,NA,White or Caucasian,NA,NA,63.6,3,1
a1v2J0000027jOxQAI,Black or African American,,NA,Black or African American,NA,NA,60.8,3,1
a1v2J0000038S99QAE,White or Caucasian,,NA,Black or African American,NA,NA,51.8,2,0.6666666666666666
a1v2J0000027zrvQAA,White or Caucasian,,NA,Black or African American,NA,NA,50.3,2,0.6666666666666666
a1v2J0000039DXnQAM,White or Caucasian,,NA,Black or African American,NA,NA,24.3,2,0.6666666666666666
a1v2J0000038WboQAE,White or Caucasian,,NA,Black or African American,NA,NA,66,2,0.6666666666666666
a1v2J000003AqWpQAK,White or Caucasian,,NA,Other,NA,NA,10,2,0.6666666666666666
a1v2J0000027jPuQAI,Black or African American,Hispanic,,Black or African American, White or Caucasian,NA,30.3,1,0.3333333333333333
a1v2J0000027swuQAA,White or Caucasian,,NA,Black or African American,NA,NA,54.3,2,0.6666666666666666
a1v2J0000028O7vQAE,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,11.1,1,0.3333333333333333
a1v2J0000028UXEQA2,Asian,White or Caucasian,,Asian, Hispanic,NA,7.8,1,0.3333333333333333
a1v2J0000027QHSQA2,Asian,,NA,Black or African American,NA,NA,38.9,2,0.6666666666666666
a1v2J000002ACsRQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,21.9,3,1
a1v2J00000286hUQAQ,Black or African American,White or Caucasian,,Black or African American,NA,NA,73.2,1,0.3333333333333333
a1v2J0000027YQRQA2,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J000002AFZnQAO,White or Caucasian,,NA,Black or African American,NA,NA,97.1,2,0.6666666666666666
a1v2J0000027wE1QAI,Black or African American,,NA,Black or African American, Hispanic,NA,55.4,2,0.6666666666666666
a1v2J000002flxCQAQ,White or Caucasian,,NA,Black or African American,NA,NA,57.3,2,0.6666666666666666
a1v2J0000027tOHQAY,White or Caucasian,,NA,Hispanic,NA,NA,46.7,2,0.6666666666666666
a1v2J0000028HAZQA2,White or Caucasian,,NA,Hispanic,NA,NA,97.2,2,0.6666666666666666
a1v2J0000028emnQAA,White or Caucasian,,NA,Black or African American,NA,NA,16.9,2,0.6666666666666666
a1v2J0000027xd0QAA,White or Caucasian,,NA,White or Caucasian, Hispanic,NA,49.7,2,0.6666666666666666
a1v2J0000027r7bQAA,White or Caucasian,,NA,Hispanic,NA,NA,28.4,2,0.6666666666666666
a1v2J00000280boQAA,White or Caucasian,,NA,Black or African American,NA,NA,75.5,2,0.6666666666666666
a1v2J0000027yQeQAI,White or Caucasian,,NA,Hispanic,NA,NA,10.1,2,0.6666666666666666
a1v2J0000028KwTQAU,White or Caucasian,,NA,Black or African American,NA,NA,8,2,0.6666666666666666
a1v2J0000028z5iQAA,White or Caucasian,,NA,Black or African American,NA,NA,6.7,2,0.6666666666666666
a1v2J00000286RzQAI,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,4.7,1,0.3333333333333333
a1v2J0000027icOQAQ,White or Caucasian,,NA,White or Caucasian, Asian,NA,28.4,2,0.6666666666666666
a1v2J0000027T6jQAE,Other,,NA,Black or African American,NA,NA,14.1,2,0.6666666666666666
a1v2J0000028KUDQA2,White or Caucasian,,NA,Black or African American,NA,NA,19.5,2,0.6666666666666666
a1v2J000002eonbQAA,White or Caucasian,,NA,Black or African American,NA,NA,69.2,2,0.6666666666666666
a1v2J0000027rGFQAY,White or Caucasian,,NA,Black or African American,NA,NA,72.8,2,0.6666666666666666
a1v2J0000027TtZQAU,White or Caucasian,,NA,Hispanic,NA,NA,79.9,2,0.6666666666666666
a1v2J0000028QVOQA2,White or Caucasian,,NA,Black or African American,NA,NA,10.1,2,0.6666666666666666
a1v2J0000027NLiQAM,White or Caucasian,,NA,Black or African American,NA,NA,54.1,2,0.6666666666666666
a1v2J000002ufOZQAY,Black or African American,,NA,Other,NA,NA,14.9,2,0.6666666666666666
a1v2J000003TkDEQA0,White or Caucasian,,NA,Other,NA,NA,49.2,2,0.6666666666666666
a1v2J000002AFtVQAW,White or Caucasian,,NA,Black or African American,NA,NA,94.4,2,0.6666666666666666
a1v2J0000027zEsQAI,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,12.4,1,0.3333333333333333
a1v2J0000028ODYQA2,White or Caucasian,,NA,White or Caucasian,NA,NA,33.2,3,1
a1v2J0000028VeAQAU,White or Caucasian,,NA,Black or African American, Hispanic,NA,5.5,1,0.3333333333333333
a1v2J0000028OKnQAM,Asian,,NA,White or Caucasian, Asian,NA,42.1,1,0.3333333333333333
a1v2J0000027sqSQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,49.7,3,1
a1v2J00000281pCQAQ,White or Caucasian,,NA,Black or African American,NA,NA,4.4,2,0.6666666666666666
a1v2J00000286vNQAQ,White or Caucasian,,NA,Other,NA,NA,20.6,2,0.6666666666666666
a1v2J0000028KwpQAE,White or Caucasian,,NA,Black or African American,NA,NA,77.1,2,0.6666666666666666
a1v2J0000028akdQAA,White or Caucasian,,NA,Other,NA,NA,9.2,2,0.6666666666666666
a1v2J000002ADkxQAG,White or Caucasian,,NA,Hispanic,NA,NA,9.6,2,0.6666666666666666
a1v2J00000286NvQAI,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,54.6,1,0.3333333333333333
a1v2J0000027rqEQAQ,White or Caucasian,,NA,Other,NA,NA,28.3,2,0.6666666666666666
a1v2J0000028jBNQAY,White or Caucasian,,NA,Black or African American,NA,NA,26.3,2,0.6666666666666666
a1v2J0000027vjcQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,41.5,3,1
a1v2J000002ccWIQAY,White or Caucasian,,NA,Black or African American,NA,NA,24.1,2,0.6666666666666666
a1v2J00000281pdQAA,White or Caucasian,,NA,Black or African American,NA,NA,39.1,2,0.6666666666666666
a1v2J0000028EpmQAE,White or Caucasian,,NA,Other,NA,NA,0.7,2,0.6666666666666666
a1v2J0000039ReJQAU,White or Caucasian,,NA,Other,NA,NA,30,2,0.6666666666666666
a1v2J0000028WEvQAM,White or Caucasian,,NA,Black or African American,NA,NA,5.6,2,0.6666666666666666
a1vHt0000054gyzIAA,White or Caucasian,,NA,Black or African American,NA,NA,18.2,2,0.6666666666666666
a1v2J0000028tm9QAA,White or Caucasian,,NA,Black or African American,NA,NA,81,2,0.6666666666666666
a1v2J000002uSkzQAE,White or Caucasian,,NA,Black or African American,NA,NA,8.1,2,0.6666666666666666
a1v2J000002uc6XQAQ,Black or African American,,NA,Black or African American,NA,NA,27.2,3,1
a1v2J0000027mJ6QAI,White or Caucasian,,NA,Black or African American,NA,NA,22.2,2,0.6666666666666666
a1v2J000002AB49QAG,White or Caucasian,,NA,Black or African American,NA,NA,11.8,2,0.6666666666666666
a1v2J00000281RoQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,33.6,3,1
a1v2J000003MGQyQAO,White or Caucasian,,NA,Other,NA,NA,38,2,0.6666666666666666
a1v2J0000028aZpQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,12,3,1
a1v2J0000028BzRQAU,White or Caucasian,,NA,Black or African American,NA,NA,21.4,2,0.6666666666666666
a1v2J0000027jSKQAY,White or Caucasian,,NA,Black or African American,NA,NA,11.6,2,0.6666666666666666
a1v2J0000027rLlQAI,Hispanic,,NA,Hispanic,NA,NA,59.2,3,1
a1v2J0000028CWpQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,13.6,3,1
a1v2J0000028Lj5QAE,White or Caucasian,,NA,Black or African American,NA,NA,96.2,2,0.6666666666666666
a1v2J0000028INtQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,7.3,3,1
a1v2J00000396TzQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,13.8,3,1
a1v2J0000028EFLQA2,Asian,White or Caucasian,,Black or African American,NA,NA,36.3,0,0
a1v2J00000289OSQAY,White or Caucasian,,NA,Black or African American,NA,NA,63.5,2,0.6666666666666666
a1v2J0000027iJBQAY,White or Caucasian,,NA,White or Caucasian, Hispanic,NA,34.2,2,0.6666666666666666
a1v2J0000027EaVQAU,White or Caucasian,,NA,Other,NA,NA,4.5,2,0.6666666666666666
a1v2J0000028YbWQAU,White or Caucasian,,NA,Black or African American,NA,NA,3.7,2,0.6666666666666666
a1v2J0000027KVRQA2,White or Caucasian,,NA,Other,NA,NA,31.4,2,0.6666666666666666
a1v2J0000027wj0QAA,White or Caucasian,,NA,Black or African American,NA,NA,12.8,2,0.6666666666666666
a1v2J0000027V0AQAU,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,33.4,1,0.3333333333333333
a1v2J00000289NQQAY,Other,,NA,Black or African American,NA,NA,94.2,2,0.6666666666666666
a1v2J00000280GNQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,31.5,3,1
a1v2J0000028VEpQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,91.4,3,1
a1v2J000002ABGXQA4,Asian,,NA,Black or African American,NA,NA,36,2,0.6666666666666666
a1v2J00000283CAQAY,Asian,,NA,Black or African American,NA,NA,11.9,2,0.6666666666666666
a1v2J000002fKEZQA2,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J0000027MxkQAE,Black or African American,,NA,Black or African American,NA,NA,46.2,3,1
a1v2J0000027ZdnQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,64.7,3,1
a1v2J0000028DCpQAM,White or Caucasian,,NA,Black or African American,NA,NA,18.7,2,0.6666666666666666
a1v2J0000027kqLQAQ,White or Caucasian,,NA,Other,NA,NA,43.3,2,0.6666666666666666
a1v2J00000285TKQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,5.1,3,1
a1v2J000003AOy7QAG,NA,NA,NA,White or Caucasian,NA,NA,12.7,2,0.6666666666666666
a1v2J0000027V0BQAU,White or Caucasian,,NA,White or Caucasian, Asian,NA,39.5,2,0.6666666666666666
a1v2J0000028U7xQAE,White or Caucasian,,NA,Black or African American,NA,NA,17.8,2,0.6666666666666666
a1v2J0000028NcYQAU,White or Caucasian,,NA,Black or African American,NA,NA,10.4,2,0.6666666666666666
a1v2J00000284XsQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,29.9,3,1
a1v2J0000028CXrQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,48.6,3,1
a1v2J0000028SwCQAU,White or Caucasian,,NA,Other,NA,NA,4.2,2,0.6666666666666666
a1v2J000003WqG0QAK,White or Caucasian,,NA,Black or African American,NA,NA,23.4,2,0.6666666666666666
a1v2J0000027mGLQAY,White or Caucasian,,NA,Black or African American,NA,NA,22.9,2,0.6666666666666666
a1v2J00000288TkQAI,White or Caucasian,,NA,Black or African American,NA,NA,0.5,2,0.6666666666666666
a1v2J0000028bELQAY,White or Caucasian,,NA,White or Caucasian, Hispanic,NA,44.8,2,0.6666666666666666
a1v2J0000038vHXQAY,White or Caucasian,,NA,Black or African American,NA,NA,12.3,2,0.6666666666666666
a1v2J0000027WmkQAE,White or Caucasian,,NA,Black or African American,NA,NA,60.8,2,0.6666666666666666
a1v2J000002AFaAQAW,White or Caucasian,,NA,Black or African American,NA,NA,13.1,2,0.6666666666666666
a1v2J0000027tiBQAQ,Black or African American,,NA,Black or African American,NA,NA,48.9,3,1
a1v2J0000028B9XQAU,White or Caucasian,,NA,Hispanic,NA,NA,38.7,2,0.6666666666666666
a1v2J0000027vtBQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,29.1,3,1
a1v2J0000028HsqQAE,Pacific Islander - Native Hawaiian,Pacific Islander - Other,,Asian,NA,NA,32.3,0,0
a1v2J00000286nwQAA,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,16.8,1,0.3333333333333333
a1v2J0000028CaFQAU,Asian,,NA,Black or African American, White or Caucasian,NA,52.3,1,0.3333333333333333
a1v2J0000028fiRQAQ,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,8.7,1,0.3333333333333333
a1v2J0000027qtcQAA,White or Caucasian,,NA,Other,NA,NA,8.3,2,0.6666666666666666
a1v2J0000028fA8QAI,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,1.8,1,0.3333333333333333
a1v2J0000038Y9iQAE,Asian,,NA,White or Caucasian, Asian,NA,35.4,1,0.3333333333333333
a1v2J0000028ArXQAU,White or Caucasian,,NA,Black or African American,NA,NA,8.4,2,0.6666666666666666
a1v2J0000027srFQAQ,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,4.7,1,0.3333333333333333
a1v2J00000281auQAA,Black or African American,,NA,Black or African American,NA,NA,22.2,3,1
a1v2J0000028M00QAE,Black or African American,,NA,Black or African American, White or Caucasian,NA,2.4,2,0.6666666666666666
a1v2J0000027hkVQAQ,White or Caucasian,,NA,Black or African American,NA,NA,45.4,2,0.6666666666666666
a1v2J000003AUiJQAW,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J0000028DTJQA2,White or Caucasian,,NA,Black or African American,NA,NA,3.7,2,0.6666666666666666
a1v2J0000028nukQAA,White or Caucasian,,NA,Black or African American,NA,NA,43.7,2,0.6666666666666666
a1vUX000000TyDhYAK,White or Caucasian,,NA,Black or African American,NA,NA,10.8,2,0.6666666666666666
a1v2J0000039OVRQA2,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,21.5,1,0.3333333333333333
a1v2J000002ACHfQAO,White or Caucasian,,NA,Black or African American,NA,NA,22.2,2,0.6666666666666666
a1v2J000002uc6NQAQ,White or Caucasian,,NA,Other,NA,NA,37.1,2,0.6666666666666666
a1v2J000002uUdFQAU,White or Caucasian,,NA,White or Caucasian,NA,NA,32.5,3,1
a1v2J0000027WVUQA2,White or Caucasian,,NA,Black or African American,NA,NA,9.6,2,0.6666666666666666
a1v2J0000028J1pQAE,White or Caucasian,,NA,Black or African American,NA,NA,4.6,2,0.6666666666666666
a1v2J0000028N6wQAE,White or Caucasian,,NA,Black or African American,NA,NA,23.7,2,0.6666666666666666
a1v2J000002822jQAA,White or Caucasian,,NA,Other,NA,NA,9.1,2,0.6666666666666666
a1v2J0000027nFyQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,84.1,3,1
a1v2J00000284i7QAA,White or Caucasian,,NA,Black or African American,NA,NA,29.8,2,0.6666666666666666
a1v2J0000039BzzQAE,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,63.7,1,0.3333333333333333
a1v2J0000028mPrQAI,White or Caucasian,,NA,Black or African American,NA,NA,44,2,0.6666666666666666
a1v2J0000027TXAQA2,White or Caucasian,,NA,White or Caucasian,NA,NA,26.7,3,1
a1v2J0000027q9NQAQ,White or Caucasian,,NA,Black or African American,NA,NA,87,2,0.6666666666666666
a1v2J00000285clQAA,White or Caucasian,,NA,Asian,NA,NA,27.6,2,0.6666666666666666
a1v2J0000028P3yQAE,White or Caucasian,,NA,Other,NA,NA,4.5,2,0.6666666666666666
a1v2J0000027cflQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,71.3,3,1
a1v2J0000028YM0QAM,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,75.5,2,0.6666666666666666
a1v2J000002esaZQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,19.5,3,1
a1v2J0000028bTMQAY,White or Caucasian,,NA,Black or African American,NA,NA,40.2,2,0.6666666666666666
a1v2J00000285nZQAQ,Black or African American,,NA,Black or African American,NA,NA,1.6,3,1
a1v2J0000028YdiQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,5.6,3,1
a1v2J000002ueiyQAA,White or Caucasian,,NA,Other,NA,NA,20,2,0.6666666666666666
a1v2J0000028ILjQAM,Black or African American,,NA,Black or African American,NA,NA,53.3,3,1
a1v2J0000038NIuQAM,White or Caucasian,,NA,Hispanic,NA,NA,12.5,2,0.6666666666666666
a1v2J000003m4PiQAI,White or Caucasian,,NA,Hispanic,NA,NA,33.9,2,0.6666666666666666
a1v2J0000027sb9QAA,Hispanic,,NA,Hispanic,NA,NA,33.5,3,1
a1v2J000002fNSlQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,29.3,3,1
a1v2J000002uej8QAA,White or Caucasian,,NA,White or Caucasian,NA,NA,41.5,3,1
a1v2J0000028YIAQA2,Black or African American,,NA,Black or African American,NA,NA,26.5,3,1
a1v2J0000028HjQQAU,White or Caucasian,,NA,Black or African American,NA,NA,14.8,2,0.6666666666666666
a1v2J000002efHpQAI,White or Caucasian,,NA,Black or African American,NA,NA,70,2,0.6666666666666666
a1v2J00000290bmQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,14.6,3,1
a1v2J0000028bCBQAY,White or Caucasian,,NA,Other,NA,NA,26.2,2,0.6666666666666666
a1v2J0000027ysaQAA,White or Caucasian,,NA,Black or African American,NA,NA,10.8,2,0.6666666666666666
a1v2J000003Ab0zQAC,White or Caucasian,,NA,Black or African American,NA,NA,8.4,2,0.6666666666666666
a1v2J000003F2HfQAK,White or Caucasian,,NA,Black or African American,NA,NA,45.8,2,0.6666666666666666
a1v2J00000281U0QAI,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J0000027vJaQAI,White or Caucasian,,NA,Black or African American,NA,NA,82,2,0.6666666666666666
a1v2J000002egrGQAQ,White or Caucasian,,NA,Other,NA,NA,17.5,2,0.6666666666666666
a1v2J00000288VkQAI,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,19.1,1,0.3333333333333333
a1v2J0000028ecOQAQ,White or Caucasian,,NA,Black or African American,NA,NA,60.9,2,0.6666666666666666
a1v2J00000282vSQAQ,White or Caucasian,,NA,Hispanic,NA,NA,29.1,2,0.6666666666666666
a1v2J000002fKB6QAM,Black or African American,White or Caucasian,,Black or African American,NA,NA,4.6,1,0.3333333333333333
a1v2J00000283xWQAQ,White or Caucasian,,NA,Other,NA,NA,25,2,0.6666666666666666
a1v2J000003TQdjQAG,White or Caucasian,,NA,White or Caucasian,NA,NA,50.9,3,1
a1v2J000002ehLaQAI,White or Caucasian,,NA,Black or African American,NA,NA,3.9,2,0.6666666666666666
a1v2J0000028f4DQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,55.6,3,1
a1v2J000002uROxQAM,White or Caucasian,,NA,White or Caucasian, Hispanic,NA,5,2,0.6666666666666666
a1v2J000003920YQAQ,White or Caucasian,,NA,White or Caucasian, Hispanic,NA,17.6,2,0.6666666666666666
a1v2J0000027veBQAQ,White or Caucasian,,NA,Black or African American,NA,NA,24.4,2,0.6666666666666666
a1v2J000002fKJjQAM,Asian - Other,,NA,Black or African American,NA,NA,20.7,2,0.6666666666666666
a1v2J0000027MFIQA2,White or Caucasian,,NA,Asian,NA,NA,52.2,2,0.6666666666666666
a1v2J0000028NaBQAU,White or Caucasian,,NA,Black or African American,NA,NA,10.3,2,0.6666666666666666
a1v2J000003A9NgQAK,White or Caucasian,,NA,Black or African American,NA,NA,9.6,2,0.6666666666666666
a1v2J0000027LFsQAM,White or Caucasian,,NA,Hispanic,NA,NA,89.5,2,0.6666666666666666
a1v2J0000039OVWQA2,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,12.3,2,0.6666666666666666
a1v2J0000027sJqQAI,White or Caucasian,,NA,White or Caucasian,NA,NA,11.5,3,1
a1v2J0000027v1yQAA,Other,,NA,Hispanic,NA,NA,16.6,2,0.6666666666666666
a1v2J0000027W1mQAE,White or Caucasian,,NA,Hispanic,NA,NA,81.3,2,0.6666666666666666
a1v2J000002uRGfQAM,White or Caucasian,,NA,Black or African American,NA,NA,24.6,2,0.6666666666666666
